Total Precipitation per season from Armagh Observatory, 1838-2001 (mm)
Winter(Dec,Jan,Feb),Spring(March,Apr,May),Summer(June,July,Aug),Autumn(Sept,Oct,Nov.) 
     
         Winter    Spring    Summer    Autumn   
1838       0.0     146.8     302.4     174.7       
1839     104.9      89.2     246.9     301.1       
1840     203.9      93.2     219.7     159.2       
1841     145.1     144.7     227.9     221.1       
1842     151.1     169.8     189.8     230.9       
1843      70.9     235.5     298.6     242.6       
1844     127.1      56.4     250.3     218.5       
1845     139.9      98.1     296.7     263.6       
1846     161.9     154.7     243.0     281.4       
1847     140.0     176.6     111.5     208.9       
1848     215.3     176.7     273.2     191.7       
1849     138.9     150.3     215.6     269.9       
1850     210.7     194.5     228.3     180.6       
1851     159.9     122.0     265.1     161.3       
1852     223.5     118.6     337.9     326.3       
1853     277.4     133.8     246.8     235.4       
1854     159.4     119.8     312.7     179.0       
1855     152.2     149.8     215.2     135.8       
1856     152.7     129.3     155.9     152.0       
1857     215.3     242.6     194.2     177.8       
1858     113.2     244.2     189.4     137.7       
1859     206.0     141.8     162.5     225.1       
1860     181.2     166.7     256.6     125.6       
1861     148.4     150.8     367.9     253.1       
1862     197.0     256.0     250.5     209.6       
1863     177.9     128.5     200.6     320.8       
1864     131.6     155.8     157.0     282.1       
1865     242.0     215.8     166.6     265.2       
1866     263.0     149.7     220.3     215.4       
1867     269.9     232.4     202.3     171.2       
1868     189.3     203.2     121.3     170.5       
1869     315.5     176.9      95.1     192.0       
1870     149.0      43.2      92.3     304.3       
1871     229.6     112.9     216.3     205.8       
1872     212.7     180.6     192.2     314.6       
1873     247.0      93.0     299.0     166.6       
1874     102.7     110.4     200.2     251.8       
1875     207.8      74.6     267.9     345.4       
1876     173.9     129.8     146.7     205.6       
1877     391.9     201.8     239.9     217.8       
1878     206.8     179.0     162.7     220.2       
1879     139.2     198.9     316.9     167.3       
1880     139.3     179.1     284.4     197.8       
1881     158.0     177.1     255.2     209.8       
1882     172.7     238.5     251.3     289.6       
1883     289.4     130.8     198.0     303.6       
1884     254.3     197.2     173.4     215.4       
1885     223.1     142.4     111.1     233.5       
1886     191.1     196.2     179.7     276.0       
1887     198.2      96.2     181.8     175.2       
1888     110.4     171.9     296.5     166.3       
1889     159.5     204.1     249.7     172.7       
1890     156.0     134.1     204.4     285.7       
1891      81.1     153.2     227.9     192.0       
1892     198.9     152.0     325.7     228.8       
1893     150.6      77.9     211.6     145.2       
1894     279.4     172.6     226.6     166.3       
1895     130.8     124.9     313.0     187.9       
1896     167.0     122.0     302.2     200.4       
1897     171.0     218.5     327.0     162.8       
1898     226.0     189.8     174.4     254.5       
1899     202.7     228.8     163.6     208.0       
1900     222.6     136.3     271.7     290.0       
1901     204.5     178.8     188.6     261.8       
1902     192.4     213.3     225.4     182.6       
1903     265.9     219.7     216.6     228.1       
1904     214.8     173.0     251.0     156.2       
1905     153.5     180.4     284.6     145.6       
1906     175.2     202.1     168.0     189.4       
1907     142.5     226.7     240.9     196.5       
1908     176.4     221.6     203.0     231.2       
1909     165.7     187.4     177.6     196.3       
1910     255.1     154.6     296.3     105.0       
1911     190.1     136.4     150.5     183.3       
1912     301.5     169.1     344.7     115.5       
1913     231.1     258.4     165.4     273.9       
1914     182.3     169.6     186.0     168.8       
1915     344.2      98.3     210.8     138.4       
1916     293.3     283.3     183.1     250.1       
1917     168.2     212.3     257.6     253.1       
1918     216.9     120.0     173.2     342.4       
1919     218.4     138.0     150.0     167.0       
1920     323.4     229.6     185.1     263.4       
1921     213.2     142.1     190.6     173.7       
1922     237.2     158.8     238.3     129.7       
1923     278.9     154.1     208.3     273.5       
1924     188.7     197.6     295.7     270.4       
1925     250.9     220.0     171.4     169.9       
1926     248.5     161.5     230.1     202.6       
1927     151.6     133.2     254.0     278.4       
1928     273.2     147.1     324.3     282.7       
1929     153.4     100.3     252.1     268.2       
1930     274.4     132.8     271.0     290.5       
1931     211.0     216.0     326.6     212.2       
1932     146.4     176.3     218.1     202.3       
1933     252.5     139.5     163.2      78.6       
1934     122.8     181.3     240.1     248.6       
1935     242.1     106.6     204.3     279.9       
1936     188.6      96.5     305.9     278.3       
1937     287.8     143.1     211.7     162.2       
1938     185.7     125.9     279.8     298.1       
1939     218.2     168.9     203.1     260.6       
1940     206.6     194.8     187.8     246.2       
1941     207.1     192.0     186.5     209.0       
1942     187.8     210.7     223.1     174.7       
1943     244.0     147.8     241.0     179.5       
1944     138.2     112.8     267.3     336.5       
1945     223.8     161.9     237.0     160.1       
1946     228.3      71.7     277.9     293.5       
1947     180.1     295.7     191.6     216.5       
1948     297.8     187.7     260.4     191.5       
1949     239.9     157.2     171.1     248.3       
1950     231.6     152.3     327.2     297.3       
1951     211.7     152.6     249.9     211.2       
1952     247.6     104.5     199.0     192.4       
1953     148.8     100.0     248.4     195.8       
1954     228.2     199.1     232.6     355.3       
1955     271.5     167.4     188.2     182.2       
1956     185.5     129.9     320.0     185.0       
1957     307.1     153.9     270.8     212.1       
1958     294.9     132.9     374.7     216.1       
1959     213.0     166.9     160.8     222.1       
1960     273.5     200.7     269.0     297.7       
1961     246.8     236.5     152.4     253.0       
1962     176.5     178.6     169.0     257.3       
1963     190.9     233.3     261.9     297.7       
1964      99.2     165.4     194.9     254.4       
1965     209.3     192.9     240.7     245.7       
1966     282.8     231.5     206.3     297.5       
1967     234.7     213.4     206.0     293.8       
1968     189.1     166.8     144.0     275.6       
1969     238.8     200.1     151.6     187.0       
1970     255.0     162.2     253.7     254.4       
1971     135.2     161.6     257.3     150.8       
1972     181.2     225.7     157.5     134.5       
1973     225.5     135.0     171.8     177.4       
1974     238.5     146.7     204.2     214.4       
1975     220.2      95.3      96.4     244.9       
1976     137.4     175.1     120.2     251.5       
1977     287.7     135.1     173.7     208.1       
1978     194.0     142.0     149.1     195.9       
1979     247.0     245.4     195.3     251.9       
1980     239.6     149.7     206.8     244.0       
1981     198.1     253.5     184.3     317.5       
1982     214.8     141.3     159.0     301.6       
1983     225.2     206.7      87.8     188.4       
1984     333.8      99.7     184.5     247.3       
1985     151.6     171.3     291.3     171.4       
1986     169.5     269.3     205.4     178.0       
1987     166.9     147.0     232.7     251.9       
1988     240.7     190.0     215.4     201.1       
1989     161.7     191.1     158.6     166.6       
1990     296.3     130.9     191.9     221.8       
1991     194.6     182.4     102.5     205.7       
1992     190.4     203.2     258.1     213.1       
1993     171.0     251.1     201.5     182.9       
