/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from BABADA3 (1864-1900), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926359 (dataset in review), 
1872-04-29	0
1872-04-30	0
1872-05-01	0
1872-05-02	0
1872-05-03	0
1872-05-04	0
1872-05-05	0
1872-05-06	0
1872-05-07	1
1872-05-08	0
1872-05-09	0
1872-05-10	0
1872-05-11	0
1872-05-12	0
1872-05-13	0
1872-05-14	0
1872-05-15	0
1872-05-16	0
1872-05-17	0
1872-05-18	0
1872-05-19	0
1872-05-20	0
1872-05-21	0
1872-05-22	0
1872-05-23	0
1872-05-24	0
1872-05-25	0
1872-05-26	0
1872-05-27	0
1872-05-28	0
1872-05-29	0
1872-05-30	0
1872-05-31	1
1872-06-01	0
1872-06-02	0
1872-06-03	0
1872-06-04	0
1872-06-05	0
1872-06-06	0
1872-06-07	0
1872-06-08	0
1872-06-09	0
1872-06-10	0
1872-06-11	0
1872-06-12	0
1872-06-13	0
1872-06-14	0
1872-06-15	0
1872-06-16	0
1872-06-17	0
1872-06-18	0
1872-06-19	0
1872-06-20	0
1872-06-21	0
1872-06-22	0
1872-06-23	0
1872-06-24	0
1872-06-25	0
1872-06-26	0
1872-06-27	0
1872-06-28	0
1872-06-29	0
1872-06-30	0
1872-07-01	0
1872-07-02	0
1872-07-03	0
1872-07-04	0
1872-07-05	0
1872-07-06	0
1872-07-07	0
1872-07-08	0
1872-07-09	0
1872-07-10	0
1872-07-11	0
1872-07-12	0
1872-07-13	0
1872-07-14	0
1872-07-15	0
1872-07-16	0
1872-07-17	0
1872-07-18	0
1872-07-19	0
1872-07-20	0
1872-07-21	0
1872-07-22	0
1872-07-23	0
1872-07-24	0
1872-07-25	0
1872-07-26	0
1872-07-27	0
1872-07-28	0
1872-07-29	0
1872-07-30	0
1872-07-31	0
1872-08-01	0
1872-08-02	0
1872-08-03	0
1872-08-04	0
1872-08-05	0
1872-08-06	0
1872-08-07	0
1872-08-08	0
1872-08-09	0
1872-08-10	0
1872-08-11	0
1872-08-12	0
1872-08-13	0
1872-08-14	0
1872-08-15	0
1872-08-16	0
1872-08-17	0
1872-08-18	0
1872-08-19	0
1872-08-20	0
1872-08-21	0
1872-08-22	0
1872-08-23	0
1872-08-24	0
1872-08-25	0
1872-08-26	0
1872-08-27	0
1872-08-28	0
1872-08-29	0
1872-08-30	0
1872-08-31	0
1872-09-01	0
1872-09-02	0
1872-09-03	1
1872-09-04	0
1872-09-05	0
1872-09-06	0
1872-09-07	0
1872-09-08	0
1872-09-09	0
1872-09-10	0
1872-09-11	0
1872-09-12	0
1872-09-13	0
1872-09-14	0
1872-09-15	0
1872-09-16	0
1872-09-17	0
1872-09-18	0
1872-09-19	0
1872-09-20	0
1872-09-21	1
1872-09-22	0
1872-09-23	0
1872-09-24	0
1872-09-25	0
1872-09-26	0
1872-09-27	0
1872-09-28	0
1872-09-29	0
1872-09-30	0
1872-10-01	0
1872-10-02	0
1872-10-03	0
1872-10-04	0
1872-10-05	0
1872-10-06	0
1872-10-07	0
1872-10-08	0
1872-10-09	0
1872-10-10	0
1872-10-11	0
1872-10-12	0
1872-10-13	0
1872-10-14	0
1872-10-15	0
1872-10-16	0
1872-10-17	0
1872-10-18	1
1872-10-19	1
1872-10-20	0
1872-10-21	0
1872-10-22	0
1872-10-23	1
1872-10-24	1
1872-10-25	1
1872-10-26	1
1872-10-27	1
1872-10-28	0
1872-10-29	0
1872-10-30	0
1872-10-31	0
1872-11-01	0
1872-11-02	0
1872-11-03	0
1872-11-04	0
1872-11-05	0
1872-11-06	0
1872-11-07	0
1872-11-08	0
1872-11-09	0
1872-11-10	0
1872-11-11	0
1872-11-12	0
1872-11-13	0
1872-11-14	0
1872-11-15	0
1872-11-16	0
1872-11-17	0
1872-11-18	0
1872-11-19	0
1872-11-20	0
1872-11-21	0
1872-11-22	0
1872-11-23	1
1872-11-24	0
1872-11-25	0
1872-11-26	0
1872-11-27	0
1872-11-28	0
1872-11-29	0
1872-11-30	0
1872-12-01	1
1872-12-02	0
1872-12-03	0
1872-12-04	0
1872-12-05	0
1872-12-06	0
1872-12-07	0
1872-12-08	0
1872-12-09	0
1872-12-10	0
1872-12-11	0
1872-12-12	0
1872-12-13	0
1872-12-14	0
1872-12-15	0
1872-12-16	0
1872-12-17	0
1872-12-18	0
1872-12-19	0
1872-12-20	0
1872-12-21	0
1872-12-22	0
1872-12-23	0
1872-12-24	0
1872-12-25	1
1872-12-26	0
1872-12-27	0
1872-12-28	1
1872-12-29	1
1872-12-30	0
1872-12-31	1
1873-01-01	0
1873-01-02	0
1873-01-03	0
1873-01-04	0
1873-01-05	0
1873-01-06	0
1873-01-07	0
1873-01-08	0
1873-01-09	0
1873-01-10	0
1873-01-11	0
1873-01-12	0
1873-01-13	0
1873-01-14	0
1873-01-15	0
1873-01-16	0
1873-01-17	0
1873-01-18	0
1873-01-19	0
1873-01-20	0
1873-01-21	0
1873-01-22	0
1873-01-23	0
1873-01-24	0
1873-01-25	0
1873-01-26	1
1873-01-27	0
1873-01-28	0
1873-01-29	0
1873-01-30	0
1873-01-31	
1873-02-01	0
1873-02-02	0
1873-02-03	1
1873-02-04	0
1873-02-05	0
1873-02-06	0
1873-02-07	0
1873-02-08	0
1873-02-09	1
1873-02-10	0
1873-02-11	0
1873-02-12	0
1873-02-13	0
1873-02-14	0
1873-02-15	
1873-02-16	0
1873-02-17	0
1873-02-18	0
1873-02-19	0
1873-02-20	0
1873-02-21	0
1873-02-22	1
1873-02-23	0
1873-02-24	0
1873-02-25	0
1873-02-26	0
1873-02-27	1
1873-02-28	0
1873-03-01	0
1873-03-02	0
1873-03-03	0
1873-03-04	0
1873-03-05	1
1873-03-06	0
1873-03-07	0
1873-03-08	0
1873-03-09	0
1873-03-10	0
1873-03-11	0
1873-03-12	0
1873-03-13	0
1873-03-14	1
1873-03-15	0
1873-03-16	0
1873-03-17	0
1873-03-18	0
1873-03-19	0
1873-03-20	0
1873-03-21	0
1873-03-22	0
1873-03-23	0
1873-03-24	0
1873-03-25	0
1873-03-26	0
1873-03-27	0
1873-03-28	0
1873-03-29	0
1873-03-30	0
1873-03-31	0
1873-04-01	0
1873-04-02	0
1873-04-03	0
1873-04-04	0
1873-04-05	0
1873-04-06	0
1873-04-07	0
1873-04-08	0
1873-04-09	0
1873-04-10	0
1873-04-11	0
1873-04-12	0
1873-04-13	0
1873-04-14	0
1873-04-15	1
1873-04-16	0
1873-04-17	0
1873-04-18	0
1873-04-19	0
1873-04-20	0
1873-04-21	0
1873-04-22	1
1873-04-23	0
1873-04-24	0
1873-04-25	0
1873-04-26	0
1873-04-27	0
1873-04-28	0
1873-04-29	0
1873-04-30	0
1873-05-01	0
1873-05-02	0
1873-05-03	0
1873-05-04	0
1873-05-05	
1873-05-06	0
1873-05-07	0
1873-05-08	0
1873-05-09	0
1873-05-10	0
1873-05-11	0
1873-05-12	0
1873-05-13	0
1873-05-14	0
1873-05-15	0
1873-05-16	0
1873-05-17	1
1873-05-18	0
1873-05-19	0
1873-05-20	0
1873-05-21	0
1873-05-22	0
1873-05-23	0
1873-05-24	0
1873-05-25	0
1873-05-26	0
1873-05-27	0
1873-05-28	0
1873-05-29	0
1873-05-30	0
1873-05-31	0
1873-06-01	0
1873-06-02	0
1873-06-03	0
1873-06-04	1
1873-06-05	0
1873-06-06	0
1873-06-07	1
1873-06-08	0
1873-06-09	0
1873-06-10	0
1873-06-11	0
1873-06-12	0
1873-06-13	0
1873-06-14	0
1873-06-15	1
1873-06-16	0
1873-06-17	0
1873-06-18	0
1873-06-19	0
1873-06-20	0
1873-06-21	0
1873-06-22	0
1873-06-23	0
1873-06-24	0
1873-06-25	0
1873-06-26	0
1873-06-27	0
1873-06-28	0
1873-06-29	0
1873-06-30	0
1873-07-01	0
1873-07-02	0
1873-07-03	0
1873-07-04	0
1873-07-05	
1873-07-06	1
1873-07-07	0
1873-07-08	0
1873-07-09	0
1873-07-10	0
1873-07-11	0
1873-07-12	0
1873-07-13	0
1873-07-14	0
1873-07-15	0
1873-07-16	0
1873-07-17	0
1873-07-18	0
1873-07-19	0
1873-07-20	0
1873-07-21	0
1873-07-22	0
1873-07-23	0
1873-07-24	0
1873-07-25	0
1873-07-26	0
1873-07-27	0
1873-07-28	0
1873-07-29	0
1873-07-30	0
1873-07-31	0
1873-08-01	0
1873-08-02	0
1873-08-03	0
1873-08-04	0
1873-08-05	0
1873-08-06	0
1873-08-07	0
1873-08-08	0
1873-08-09	0
1873-08-10	0
1873-08-11	0
1873-08-12	0
1873-08-13	0
1873-08-14	0
1873-08-15	0
1873-08-16	0
1873-08-17	
1873-08-18	0
1873-08-19	0
1873-08-20	0
1873-08-21	0
1873-08-22	0
1873-08-23	0
1873-08-24	0
1873-08-25	0
1873-08-26	0
1873-08-27	0
1873-08-28	0
1873-08-29	0
1873-08-30	0
1873-08-31	0
1873-09-01	0
1873-09-02	0
1873-09-03	0
1873-09-04	0
1873-09-05	0
1873-09-06	0
1873-09-07	0
1873-09-08	0
1873-09-09	0
1873-09-10	0
1873-09-11	0
1873-09-12	0
1873-09-13	0
1873-09-14	0
1873-09-15	0
1873-09-16	0
1873-09-17	0
1873-09-18	0
1873-09-19	0
1873-09-20	0
1873-09-21	0
1873-09-22	0
1873-09-23	0
1873-09-24	0
1873-09-25	0
1873-09-26	0
1873-09-27	0
1873-09-28	0
1873-09-29	0
1873-09-30	0
1873-10-01	0
1873-10-02	0
1873-10-03	0
1873-10-04	0
1873-10-05	0
1873-10-06	0
1873-10-07	0
1873-10-08	0
1873-10-09	0
1873-10-10	0
1873-10-11	0
1873-10-12	0
1873-10-13	0
1873-10-14	0
1873-10-15	0
1873-10-16	0
1873-10-17	0
1873-10-18	0
1873-10-19	0
1873-10-20	0
1873-10-21	0
1873-10-22	0
1873-10-23	0
1873-10-24	0
1873-10-25	0
1873-10-26	0
1873-10-27	0
1873-10-28	0
1873-10-29	0
1873-10-30	0
1873-10-31	0
1873-11-01	0
1873-11-02	0
1873-11-03	0
1873-11-04	0
1873-11-05	0
1873-11-06	0
1873-11-07	0
1873-11-08	0
1873-11-09	0
1873-11-10	0
1873-11-11	0
1873-11-12	1
1873-11-13	0
1873-11-14	0
1873-11-15	0
1873-11-16	0
1873-11-17	0
1873-11-18	0
1873-11-19	0
1873-11-20	0
1873-11-21	0
1873-11-22	0
1873-11-23	0
1873-11-24	0
1873-11-25	0
1873-11-26	0
1873-11-27	0
1873-11-28	0
1873-11-29	0
1873-11-30	0
1873-12-01	0
1873-12-02	0
1873-12-03	0
1873-12-04	0
1873-12-05	0
1873-12-06	0
1873-12-07	0
1873-12-08	0
1873-12-09	0
1873-12-10	0
1873-12-11	0
1873-12-12	0
1873-12-13	0
1873-12-14	0
1873-12-15	0
1873-12-16	0
1873-12-17	0
1873-12-18	0
1873-12-19	0
1873-12-20	0
1873-12-21	0
1873-12-22	0
1873-12-23	0
1873-12-24	0
1873-12-25	0
1873-12-26	0
1873-12-27	0
1873-12-28	0
1873-12-29	0
1873-12-30	0
1873-12-31	0
1874-01-01	0
1874-01-02	0
1874-01-03	0
1874-01-04	0
1874-01-05	0
1874-01-06	0
1874-01-07	0
1874-01-08	0
1874-01-09	0
1874-01-10	0
1874-01-11	0
1874-01-12	0
1874-01-13	0
1874-01-14	0
1874-01-15	0
1874-01-16	0
1874-01-17	0
1874-01-18	0
1874-01-19	0
1874-01-20	0
1874-01-21	0
1874-01-22	0
1874-01-23	0
1874-01-24	0
1874-01-25	
1874-01-26	0
1874-01-27	0
1874-01-28	0
1874-01-29	0
1874-01-30	0
1874-01-31	0
1874-02-01	0
1874-02-02	0
1874-02-03	0
1874-02-04	0
1874-02-05	0
1874-02-06	0
1874-02-07	0
1874-02-08	0
1874-02-09	0
1874-02-10	0
1874-02-11	0
1874-02-12	0
1874-02-13	0
1874-02-14	1
1874-02-15	1
1874-02-16	0
1874-02-17	0
1874-02-18	0
1874-02-19	
1874-02-20	0
1874-02-21	0
1874-02-22	0
1874-02-23	0
1874-02-24	0
1874-02-25	0
1874-02-26	0
1874-02-27	1
1874-02-28	0
1874-03-01	0
1874-03-02	0
1874-03-03	0
1874-03-04	0
1874-03-05	0
1874-03-06	0
1874-03-07	0
1874-03-08	0
1874-03-09	0
1874-03-10	0
1874-03-11	0
1874-03-12	0
1874-03-13	0
1874-03-14	0
1874-03-15	0
1874-03-16	0
1874-03-17	0
1874-03-18	0
1874-03-19	0
1874-03-20	0
1874-03-21	0
1874-03-22	0
1874-03-23	0
1874-03-24	0
1874-03-25	0
1874-03-26	0
1874-03-27	0
1874-03-28	0
1874-03-29	0
1874-03-30	0
1874-03-31	0
1874-04-01	0
1874-04-02	0
1874-04-03	1
1874-04-04	0
1874-04-05	0
1874-04-06	0
1874-04-07	0
1874-04-08	0
1874-04-09	
1874-04-10	0
1874-04-11	1
1874-04-12	0
1874-04-13	0
1874-04-14	0
1874-04-15	0
1874-04-16	
1874-04-17	0
1874-04-18	0
1874-04-19	0
1874-04-20	1
1874-04-21	0
1874-04-22	0
1874-04-23	0
1874-04-24	0
1874-04-25	0
1874-04-26	0
1874-04-27	0
1874-04-28	0
1874-04-29	0
1874-04-30	0
1874-05-01	0
1874-05-02	0
1874-05-03	1
1874-05-04	0
1874-05-05	0
1874-05-06	0
1874-05-07	0
1874-05-08	0
1874-05-09	0
1874-05-10	0
1874-05-11	0
1874-05-12	0
1874-05-13	0
1874-05-14	0
1874-05-15	0
1874-05-16	0
1874-05-17	0
1874-05-18	0
1874-05-19	0
1874-05-20	0
1874-05-21	0
1874-05-22	1
1874-05-23	1
1874-05-24	0
1874-05-25	1
1874-05-26	0
1874-05-27	0
1874-05-28	0
1874-05-29	0
1874-05-30	0
1874-05-31	0
1874-06-01	0
1874-06-02	0
1874-06-03	0
1874-06-04	0
1874-06-05	0
1874-06-06	1
1874-06-07	0
1874-06-08	0
1874-06-09	0
1874-06-10	0
1874-06-11	0
1874-06-12	0
1874-06-13	0
1874-06-14	0
1874-06-15	0
1874-06-16	0
1874-06-17	1
1874-06-18	0
1874-06-19	0
1874-06-20	0
1874-06-21	0
1874-06-22	0
1874-06-23	0
1874-06-24	0
1874-06-25	0
1874-06-26	0
1874-06-27	0
1874-06-28	0
1874-06-29	0
1874-06-30	0
1874-07-01	0
1874-07-02	0
1874-07-03	0
1874-07-04	0
1874-07-05	0
1874-07-06	0
1874-07-07	0
1874-07-08	0
1874-07-09	0
1874-07-10	0
1874-07-11	0
1874-07-12	0
1874-07-13	0
1874-07-14	0
1874-07-15	0
1874-07-16	0
1874-07-17	0
1874-07-18	0
1874-07-19	0
1874-07-20	0
1874-07-21	0
1874-07-22	0
1874-07-23	0
1874-07-24	0
1874-07-25	0
1874-07-26	0
1874-07-27	0
1874-07-28	
1874-07-29	0
1874-07-30	0
1874-07-31	0
1874-08-01	0
1874-08-02	0
1874-08-03	0
1874-08-04	0
1874-08-05	0
1874-08-06	0
1874-08-07	0
1874-08-08	0
1874-08-09	0
1874-08-10	0
1874-08-11	0
1874-08-12	0
1874-08-13	0
1874-08-14	0
1874-08-15	0
1874-08-16	0
1874-08-17	0
1874-08-18	0
1874-08-19	0
1874-08-20	0
1874-08-21	0
1874-08-22	0
1874-08-23	0
1874-08-24	0
1874-08-25	0
1874-08-26	0
1874-08-27	0
1874-08-28	0
1874-08-29	0
1874-08-30	0
1874-08-31	0
1874-09-01	0
1874-09-02	0
1874-09-03	0
1874-09-04	0
1874-09-05	0
1874-09-06	0
1874-09-07	0
1874-09-08	0
1874-09-09	0
1874-09-10	0
1874-09-11	0
1874-09-12	0
1874-09-13	0
1874-09-14	0
1874-09-15	0
1874-09-16	0
1874-09-17	0
1874-09-18	0
1874-09-19	0
1874-09-20	0
1874-09-21	0
1874-09-22	0
1874-09-23	0
1874-09-24	0
1874-09-25	0
1874-09-26	1
1874-09-27	0
1874-09-28	0
1874-09-29	0
1874-09-30	1
1874-10-01	0
1874-10-02	0
1874-10-03	0
1874-10-04	0
1874-10-05	0
1874-10-06	0
1874-10-07	1
1874-10-08	0
1874-10-09	0
1874-10-10	0
1874-10-11	0
1874-10-12	0
1874-10-13	0
1874-10-14	0
1874-10-15	0
1874-10-16	0
1874-10-17	0
1874-10-18	0
1874-10-19	0
1874-10-20	0
1874-10-21	0
1874-10-22	0
1874-10-23	0
1874-10-24	0
1874-10-25	0
1874-10-26	0
1874-10-27	0
1874-10-28	0
1874-10-29	0
1874-10-30	1
1874-10-31	1
1874-11-01	0
1874-11-02	0
1874-11-03	1
1874-11-04	0
1874-11-05	0
1874-11-06	0
1874-11-07	0
1874-11-08	1
1874-11-09	0
1874-11-10	0
1874-11-11	0
1874-11-12	0
1874-11-13	0
1874-11-14	0
1874-11-15	0
1874-11-16	0
1874-11-17	0
1874-11-18	0
1874-11-19	0
1874-11-20	0
1874-11-21	0
1874-11-22	0
1874-11-23	0
1874-11-24	0
1874-11-25	
1874-11-26	0
1874-11-27	0
1874-11-28	0
1874-11-29	0
1874-11-30	0
1874-12-01	1
1874-12-02	0
1874-12-03	0
1874-12-04	0
1874-12-05	0
1874-12-06	0
1874-12-07	0
1874-12-08	0
1874-12-09	0
1874-12-10	0
1874-12-11	0
1874-12-12	
1874-12-13	
1874-12-14	0
1874-12-15	0
1874-12-16	0
1874-12-17	0
1874-12-18	0
1874-12-19	0
1874-12-20	0
1874-12-21	0
1874-12-22	0
1874-12-23	0
1874-12-24	
1874-12-25	0
1874-12-26	0
1874-12-27	0
1874-12-28	0
1874-12-29	0
1874-12-30	0
1874-12-31	0
1875-01-01	0
1875-01-02	0
1875-01-03	0
1875-01-04	0
1875-01-05	0
1875-01-06	0
1875-01-07	0
1875-01-08	0
1875-01-09	0
1875-01-10	0
1875-01-11	1
1875-01-12	0
1875-01-13	0
1875-01-14	0
1875-01-15	0
1875-01-16	0
1875-01-17	0
1875-01-18	0
1875-01-19	0
1875-01-20	0
1875-01-21	0
1875-01-22	0
1875-01-23	0
1875-01-24	0
1875-01-25	0
1875-01-26	0
1875-01-27	0
1875-01-28	0
1875-01-29	0
1875-01-30	0
1875-01-31	0
1875-02-01	0
1875-02-02	0
1875-02-03	0
1875-02-04	0
1875-02-05	0
1875-02-06	0
1875-02-07	0
1875-02-08	0
1875-02-09	0
1875-02-10	0
1875-02-11	0
1875-02-12	0
1875-02-13	0
1875-02-14	0
1875-02-15	0
1875-02-16	0
1875-02-17	0
1875-02-18	0
1875-02-19	0
1875-02-20	0
1875-02-21	0
1875-02-22	0
1875-02-23	0
1875-02-24	0
1875-02-25	1
1875-02-26	1
1875-02-27	0
1875-02-28	0
1875-03-01	0
1875-03-02	0
1875-03-03	0
1875-03-04	1
1875-03-05	1
1875-03-06	0
1875-03-07	0
1875-03-08	0
1875-03-09	0
1875-03-10	0
1875-03-11	0
1875-03-12	0
1875-03-13	0
1875-03-14	0
1875-03-15	0
1875-03-16	0
1875-03-17	0
1875-03-18	0
1875-03-19	0
1875-03-20	0
1875-03-21	0
1875-03-22	0
1875-03-23	0
1875-03-24	0
1875-03-25	0
1875-03-26	0
1875-03-27	0
1875-03-28	0
1875-03-29	0
1875-03-30	0
1875-03-31	0
1875-04-01	0
1875-04-02	0
1875-04-03	0
1875-04-04	0
1875-04-05	0
1875-04-06	0
1875-04-07	0
1875-04-08	0
1875-04-09	0
1875-04-10	0
1875-04-11	0
1875-04-12	0
1875-04-13	0
1875-04-14	0
1875-04-15	0
1875-04-16	0
1875-04-17	0
1875-04-18	0
1875-04-19	0
1875-04-20	0
1875-04-21	0
1875-04-22	1
1875-04-23	0
1875-04-24	0
1875-04-25	0
1875-04-26	0
1875-04-27	0
1875-04-28	0
1875-04-29	0
1875-04-30	0
1875-05-01	0
1875-05-02	0
1875-05-03	0
1875-05-04	0
1875-05-05	0
1875-05-06	0
1875-05-07	0
1875-05-08	0
1875-05-09	0
1875-05-10	0
1875-05-11	0
1875-05-12	0
1875-05-13	0
1875-05-14	0
1875-05-15	0
1875-05-16	0
1875-05-17	0
1875-05-18	0
1875-05-19	0
1875-05-20	0
1875-05-21	0
1875-05-22	0
1875-05-23	0
1875-05-24	0
1875-05-25	0
1875-05-26	0
1875-05-27	0
1875-05-28	1
1875-05-29	0
1875-05-30	0
1875-05-31	0
1875-06-01	1
1875-06-02	0
1875-06-03	0
1875-06-04	0
1875-06-05	0
1875-06-06	0
1875-06-07	0
1875-06-08	0
1875-06-09	0
1875-06-10	0
1875-06-11	0
1875-06-12	0
1875-06-13	0
1875-06-14	0
1875-06-15	0
1875-06-16	0
1875-06-17	0
1875-06-18	0
1875-06-19	0
1875-06-20	0
1875-06-21	0
1875-06-22	0
1875-06-23	0
1875-06-24	0
1875-06-25	0
1875-06-26	0
1875-06-27	0
1875-06-28	0
1875-06-29	0
1875-06-30	0
1875-07-01	0
1875-07-02	0
1875-07-03	0
1875-07-04	0
1875-07-05	0
1875-07-06	0
1875-07-07	0
1875-07-08	0
1875-07-09	0
1875-07-10	0
1875-07-11	0
1875-07-12	0
1875-07-13	0
1875-07-14	0
1875-07-15	0
1875-07-16	0
1875-07-17	0
1875-07-18	0
1875-07-19	0
1875-07-20	0
1875-07-21	0
1875-07-22	0
1875-07-23	0
1875-07-24	0
1875-07-25	0
1875-07-26	0
1875-07-27	0
1875-07-28	0
1875-07-29	0
1875-07-30	0
1875-07-31	0
1875-08-01	0
1875-08-02	0
1875-08-03	0
1875-08-04	0
1875-08-05	0
1875-08-06	0
1875-08-07	0
1875-08-08	0
1875-08-09	0
1875-08-10	0
1875-08-11	0
1875-08-12	0
1875-08-13	0
1875-08-14	0
1875-08-15	0
1875-08-16	0
1875-08-17	0
1875-08-18	0
1875-08-19	0
1875-08-20	0
1875-08-21	0
1875-08-22	0
1875-08-23	0
1875-08-24	0
1875-08-25	0
1875-08-26	0
1875-08-27	0
1875-08-28	0
1875-08-29	0
1875-08-30	0
1875-08-31	0
1875-09-01	0
1875-09-02	0
1875-09-03	0
1875-09-04	0
1875-09-05	0
1875-09-06	0
1875-09-07	0
1875-09-08	0
1875-09-09	0
1875-09-10	0
1875-09-11	0
1875-09-12	0
1875-09-13	0
1875-09-14	0
1875-09-15	0
1875-09-16	0
1875-09-17	0
1875-09-18	0
1875-09-19	0
1875-09-20	0
1875-09-21	0
1875-09-22	0
1875-09-23	0
1875-09-24	0
1875-09-25	0
1875-09-26	0
1875-09-27	0
1875-09-28	0
1875-09-29	0
1875-09-30	0
1875-10-01	0
1875-10-02	
1875-10-03	
1875-10-04	0
1875-10-05	0
1875-10-06	0
1875-10-07	0
1875-10-08	
1875-10-09	0
1875-10-10	0
1875-10-11	0
1875-10-12	0
1875-10-13	0
1875-10-14	
1875-10-15	0
1875-10-16	
1875-10-17	
1875-10-18	1
1875-10-19	
1875-10-20	
1875-10-21	0
1875-10-22	
1875-10-23	
1875-10-24	
1875-10-25	0
1875-10-26	
1875-10-27	0
1875-10-28	0
1875-10-29	0
1875-10-30	0
1875-10-31	
1875-11-01	0
1875-11-02	0
1875-11-03	0
1875-11-04	0
1875-11-05	
1875-11-06	0
1875-11-07	0
1875-11-08	0
1875-11-09	0
1875-11-10	0
1875-11-11	0
1875-11-12	0
1875-11-13	
1875-11-14	0
1875-11-15	0
1875-11-16	0
1875-11-17	0
1875-11-18	0
1875-11-19	0
1875-11-20	0
1875-11-21	0
1875-11-22	0
1875-11-23	0
1875-11-24	0
1875-11-25	0
1875-11-26	0
1875-11-27	0
1875-11-28	0
1875-11-29	0
1875-11-30	0
1875-12-01	0
1875-12-02	0
1875-12-03	0
1875-12-04	0
1875-12-05	0
1875-12-06	0
1875-12-07	0
1875-12-08	0
1875-12-09	0
1875-12-10	0
1875-12-11	0
1875-12-12	0
1875-12-13	0
1875-12-14	1
1875-12-15	0
1875-12-16	0
1875-12-17	0
1875-12-18	0
1875-12-19	0
1875-12-20	0
1875-12-21	0
1875-12-22	0
1875-12-23	
1875-12-24	0
1875-12-25	0
1875-12-26	0
1875-12-27	0
1875-12-28	0
1875-12-29	0
1875-12-30	0
1875-12-31	
1876-01-01	0
1876-01-02	0
1876-01-03	0
1876-01-04	0
1876-01-05	0
1876-01-06	0
1876-01-07	0
1876-01-08	0
1876-01-09	0
1876-01-10	1
1876-01-11	0
1876-01-12	0
1876-01-13	0
1876-01-14	0
1876-01-15	0
1876-01-16	0
1876-01-17	0
1876-01-18	0
1876-01-19	0
1876-01-20	0
1876-01-21	0
1876-01-22	0
1876-01-23	0
1876-01-24	0
1876-01-25	0
1876-01-26	0
1876-01-27	0
1876-01-28	0
1876-01-29	0
1876-01-30	0
1876-01-31	0
1876-02-01	0
1876-02-02	0
1876-02-03	0
1876-02-04	0
1876-02-05	0
1876-02-06	0
1876-02-07	0
1876-02-08	1
1876-02-09	1
1876-02-10	0
1876-02-11	1
1876-02-12	0
1876-02-13	0
1876-02-14	0
1876-02-15	0
1876-02-16	0
1876-02-17	0
1876-02-18	0
1876-02-19	0
1876-02-20	0
1876-02-21	0
1876-02-22	0
1876-02-23	0
1876-02-24	0
1876-02-25	0
1876-02-26	0
1876-02-27	0
1876-02-28	0
1876-02-29	0
1876-03-01	0
1876-03-02	0
1876-03-03	0
1876-03-04	0
1876-03-05	0
1876-03-06	0
1876-03-07	0
1876-03-08	0
1876-03-09	0
1876-03-10	0
1876-03-11	0
1876-03-12	0
1876-03-13	1
1876-03-14	0
1876-03-15	0
1876-03-16	0
1876-03-17	0
1876-03-18	0
1876-03-19	0
1876-03-20	0
1876-03-21	0
1876-03-22	0
1876-03-23	0
1876-03-24	0
1876-03-25	1
1876-03-26	0
1876-03-27	1
1876-03-28	0
1876-03-29	0
1876-03-30	0
1876-03-31	0
1876-04-01	0
1876-04-02	0
1876-04-03	0
1876-04-04	0
1876-04-05	0
1876-04-06	0
1876-04-07	0
1876-04-08	0
1876-04-09	0
1876-04-10	0
1876-04-11	0
1876-04-12	0
1876-04-13	0
1876-04-14	0
1876-04-15	0
1876-04-16	0
1876-04-17	0
1876-04-18	0
1876-04-19	1
1876-04-20	0
1876-04-21	1
1876-04-22	0
1876-04-23	0
1876-04-24	0
1876-04-25	0
1876-04-26	0
1876-04-27	0
1876-04-28	0
1876-04-29	1
1876-04-30	0
1876-05-01	0
1876-05-02	0
1876-05-03	0
1876-05-04	0
1876-05-05	0
1876-05-06	0
1876-05-07	0
1876-05-08	0
1876-05-09	0
1876-05-10	0
1876-05-11	0
1876-05-12	0
1876-05-13	0
1876-05-14	0
1876-05-15	0
1876-05-16	0
1876-05-17	0
1876-05-18	0
1876-05-19	0
1876-05-20	0
1876-05-21	0
1876-05-22	0
1876-05-23	0
1876-05-24	0
1876-05-25	0
1876-05-26	0
1876-05-27	0
1876-05-28	0
1876-05-29	0
1876-05-30	0
1876-05-31	0
1876-06-01	0
1876-06-02	0
1876-06-03	0
1876-06-04	0
1876-06-05	0
1876-06-06	0
1876-06-07	0
1876-06-08	0
1876-06-09	0
1876-06-10	0
1876-06-11	0
1876-06-12	0
1876-06-13	0
1876-06-14	0
1876-06-15	0
1876-06-16	0
1876-06-17	0
1876-06-18	0
1876-06-19	0
1876-06-20	0
1876-06-21	0
1876-06-22	0
1876-06-23	0
1876-06-24	0
1876-06-25	0
1876-06-26	0
1876-06-27	0
1876-06-28	0
1876-06-29	0
1876-06-30	0
1876-07-01	0
1876-07-02	0
1876-07-03	0
1876-07-04	0
1876-07-05	0
1876-07-06	0
