INDEX	AR	MAN	DAGUR	KLST	P_FRANSK	P_AFLES	P_LEIDR	P_TLEIDR	P_GLEIDR	P	TB_C	INSTRUMENT
1	1820	8	1	12	28064	1029.7	993.6	990.9	992.3	993.6	16.0	27
2	1820	8	2	12	27087	1000.5	1000.5	997.8	999.2	1000.5	16.0	27
3	1820	8	3	12	27066	994.2	994.2	991.5	992.9	994.2	16.0	27
4	1820	8	4	12	27084	999.6	999.6	996.0	997.4	998.7	21.0	27
5	1820	8	5	12	27083	999.3	999.3	996.8	998.2	999.5	15.0	27
6	1820	8	6	12	27085	999.9	999.9	997.2	998.6	999.9	16.0	27
7	1820	8	7	12	27085	999.9	999.9	997.2	998.6	999.9	16.0	27
8	1820	8	8	12	27020	983.4	983.4	980.9	982.3	983.6	15.0	27
9	1820	8	9	12	27041	986.7	986.7	984.2	985.6	986.9	15.0	27
10	1820	8	10	12	27065	993.9	993.9	991.2	992.6	993.9	16.0	27
11	1820	8	11	12	27119	1010.2	1010.2	1007.7	1009.1	1010.4	15.0	27
12	1820	8	12	12	28015	1015.0	1015.0	1011.6	1013.0	1014.3	20.0	27
13	1820	8	13	12	27099	1004.2	1004.2	1001.8	1003.2	1004.5	14.0	27
14	1820	8	14	12	27062	993.0	993.0	990.0	991.4	992.7	18.0	27
15	1820	8	15	12	27063	993.3	993.3	990.6	992.0	993.3	16.0	27
16	1820	8	16	12	27075	996.9	996.9	994.4	995.8	997.1	15.0	27
17	1820	8	17	12	28003	1011.4	1011.4	1008.4	1009.8	1011.1	18.0	27
18	1820	8	18	12	28010	1016.5	1016.5	1013.5	1014.9	1016.2	18.0	27
19	1820	8	19	12	28010	1016.5	1016.5	1013.5	1014.9	1016.2	18.0	27
20	1820	8	20	12	28026	1018.3	1018.3	1015.6	1017.0	1018.3	16.0	27
21	1820	8	21	12	28028	1018.9	1018.9	1016.4	1017.8	1019.1	15.0	27
22	1820	8	22	12	28000	1013.5	1013.5	1011.6	1013.0	1014.3	11.0	27
23	1820	8	23	12	28086	1036.3	1000.3	998.8	1000.2	1001.5	9.0	27
24	1820	8	24	12	27084	999.6	999.6	997.9	999.3	1000.6	10.0	27
25	1820	8	25	12	27076	997.2	997.2	995.5	996.9	998.2	10.0	27
26	1820	8	26	12	27086	1000.2	1000.2	998.8	1000.2	1001.5	8.0	27
27	1820	8	27	12	27090	1004.5	1004.5	1002.1	1003.5	1004.8	14.0	27
28	1820	8	28	12	27106	1006.3	1006.3	1003.6	1005.0	1006.3	16.0	27
29	1820	8	29	12	27111	1007.8	1007.8	1005.9	1007.3	1008.6	11.0	27
30	1820	8	30	12	27102	1005.1	1005.1	1002.7	1004.1	1005.4	14.0	27
31	1820	8	31	12	27114	1008.7	1008.7	1006.5	1007.9	1009.2	13.0	27
32	1820	9	1	12	27106	1006.3	1006.3	1003.9	1005.3	1006.6	14.0	27
