YR	MON	DAY	P08	P14	P21
1900	1	1	1027.2	1026.8	1025.9
1900	1	2	1023.9	1023.7	1024.0
1900	1	3	1025.5	1025.1	1022.0
1900	1	4	1010.9	1005.5	1002.8
1900	1	5	994.8	988.1	977.2
1900	1	6	979.3	980.4	979.1
1900	1	7	982.9	984.8	986.1
1900	1	8	987.3	989.3	992.0
1900	1	9	999.6	1006.9	1013.6
1900	1	10	1008.3	998.7	996.3
1900	1	11	1000.4	989.5	978.1
1900	1	12	994.1	1001.6	994.0
1900	1	13	975.2	974.9	976.3
1900	1	14	969.9	955.9	956.4
1900	1	15	957.7	958.3	956.8
1900	1	16	968.3	971.7	976.7
1900	1	17	980.8	982.5	987.7
1900	1	18	991.3	983.1	962.5
1900	1	19	955.1	959.9	970.9
1900	1	20	983.1	984.3	981.9
1900	1	21	967.6	971.6	972.3
1900	1	22	966.9	967.9	974.0
1900	1	23	988.9	991.5	984.3
1900	1	24	960.1	959.7	970.4
1900	1	25	983.7	977.5	962.5
1900	1	26	962.1	963.5	970.8
1900	1	27	995.7	1005.2	1016.7
1900	1	28	1021.1	1019.1	1013.3
1900	1	29	1004.7	1003.2	1004.8
1900	1	30	1012.8	1016.4	1019.6
1900	1	31	1021.6	1022.5	1023.6
1900	2	1	1023.5	1023.7	1025.7
1900	2	2	1027.2	1029.3	1030.1
1900	2	3	1030.1	1028.5	1028.1
1900	2	4	1027.2	1027.2	1028.0
1900	2	5	1028.0	1029.5	1032.7
1900	2	6	1037.6	1040.8	1042.1
1900	2	7	1038.7	1037.5	1036.3
1900	2	8	1031.6	1036.3	1036.3
1900	2	9	1037.1	1037.2	1036.4
1900	2	10	1030.5	1026.8	1021.6
1900	2	11	1016.1	1014.7	1014.3
1900	2	12	1011.5	1009.9	1006.7
1900	2	13	1005.2	1006.4	1008.5
1900	2	14	1011.3	1011.6	1009.2
1900	2	15	1007.7	1004.4	1002.9
1900	2	16	1000.7	997.9	997.7
1900	2	17	997.1	997.2	998.9
1900	2	18	996.9	997.5	997.2
1900	2	19	998.4	999.2	1001.2
1900	2	20	1000.5	1002.3	1002.1
1900	2	21	995.5	995.2	994.9
1900	2	22	994.9	994.5	994.3
1900	2	23	992.8	991.7	993.7
1900	2	24	1000.0	1002.7	1006.4
1900	2	25	1012.5	1017.1	1022.0
1900	2	26	1028.0	1031.7	1031.5
1900	2	27	1032.9	1034.1	1035.3
1900	2	28	1034.9	1034.7	1034.3
1900	3	1	1034.4	1033.3	1036.3
1900	3	2	1037.5	1035.7	1031.1
1900	3	3	1026.8	1024.8	1025.5
1900	3	4	1027.1	1028.1	1029.1
1900	3	5	1029.7	1028.3	1026.3
1900	3	6	1026.0	1024.8	1022.4
1900	3	7	1017.6	1012.4	1004.1
1900	3	8	995.6	995.2	995.3
1900	3	9	999.5	998.8	988.1
1900	3	10	987.3	999.7	1002.1
1900	3	11	992.7	997.2	1004.1
1900	3	12	1015.1	1026.1	1034.7
1900	3	13	1030.7	1031.1	1027.6
1900	3	14	1015.6	1010.9	1011.7
1900	3	15	1031.2	1037.3	1038.3
1900	3	16	1031.1	1028.0	1027.7
1900	3	17	1024.4	1019.2	1015.5
1900	3	18	1018.0	1020.4	1023.9
1900	3	19	1026.5	1027.3	1027.6
1900	3	20	1027.3	1025.3	1025.9
1900	3	21	1024.1	1024.7	1026.9
1900	3	22	1033.2	1034.0	1034.7
1900	3	23	1033.6	1032.4	1030.8
1900	3	24	1033.2	1034.5	1037.3
1900	3	25	1038.5	1035.7	1030.7
1900	3	26	1020.0	1014.5	1019.5
1900	3	27	1021.3	1018.7	1016.3
1900	3	28	1012.5	1013.5	1014.9
1900	3	29	1015.2	1016.1	1015.7
1900	3	30	1014.5	1011.1	1008.9
1900	3	31	992.5	987.6	989.5
1900	4	1	992.8	996.3	998.8
1900	4	2	1004.3	1004.3	999.7
1900	4	3	986.8	979.7	984.9
1900	4	4	988.8	990.4	995.3
1900	4	5	1002.8	1002.7	1002.4
1900	4	6	1003.5	1004.0	1005.5
1900	4	7	1007.6	1006.8	1004.1
1900	4	8	1000.4	1000.7	1003.5
1900	4	9	1007.2	1009.1	1011.5
1900	4	10	1011.2	1007.2	1001.9
1900	4	11	997.7	997.7	995.3
1900	4	12	990.9	990.5	994.9
1900	4	13	1002.7	1005.7	1004.5
1900	4	14	1003.2	1002.7	1002.0
1900	4	15	1002.7	1002.8	1007.5
1900	4	16	1009.9	1004.8	998.3
1900	4	17	997.2	997.2	994.8
1900	4	18	995.9	1001.2	1006.4
1900	4	19	1008.3	1005.9	1002.1
1900	4	20	1010.8	1016.5	1020.8
1900	4	21	1026.0	1026.3	1023.9
1900	4	22	1018.8	1016.8	1015.7
1900	4	23	1019.2	1020.4	1022.9
1900	4	24	1026.8	1026.1	1022.8
1900	4	25	1017.2	1015.1	1015.1
1900	4	26	1019.2	1018.4	1010.4
1900	4	27	1006.4	1001.1	996.4
1900	4	28	1005.9	1008.4	1011.5
1900	4	29	1013.1	1013.3	1012.3
1900	4	30	1009.3	1008.3	1007.2
1900	5	1	1000.1	996.1	992.3
1900	5	2	989.2	990.7	995.2
1900	5	3	995.3	995.2	995.3
1900	5	4	996.7	995.2	1001.7
1900	5	5	1004.5	1008.8	1009.9
1900	5	6	1011.5	1012.7	1014.7
1900	5	7	1015.1	1016.0	1016.9
1900	5	8	1016.0	1015.9	1019.7
1900	5	9	1025.5	1028.4	1029.7
