Avereest(24_G) "52:35:00" NB "06:24:00" OL     7.1 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FFb  Windsnelheid  :   herstelde Bft schaal  (Bft). ;  FFb  Windspeed  :  restored Bft scale  (Bft).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 R6  Dagsom neerslag  :  dagsom  (0.1 mm). ;  R6  Daily precipitation  :  sum  (0.1 mm).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 TN6  Minimum Temp  :  Minimum temparature sinds vorige meting   (0.1 Celcius). ;  TN6  Minimum Temp  :  Minimum temperature   (0.1 Celcius).
 TX6  Maximum Temp  :  Maximum temparature sinds vorige meting  (0.1 Celcius). ;  TX6  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 WW  Weercode  :  SYNOP code   (code). ;  WW  Wheather code  :  SYNOP code   (code).

DATUM,tijd,DD,Q_DD,FFb,Q_FFb,N,Q_N,R6,Q_R6,TD,Q_TD,T,Q_T,TN6,Q_TN6,TX6,Q_TX6,U,Q_U,WW,Q_WW
19060101,800,O,2,3,2,0,9,,,-74,1,-62,0,-68,0,-14,0,63,0,,
19060101,1400,O,2,4,2,0,0,,,-54,1,-24,0,-73,0,0,0,35,0,,
19060101,1900,O,2,4,2,0,0,,,-62,1,-38,0,-38,0,-23,0,42,0,00,0
19060102,800,O,2,3,2,0,0,,,-66,1,-57,0,-58,0,-32,0,72,0,,
19060102,1400,OZO,2,4,2,0,0,,,-35,1,-1,0,-57,0,-1,0,36,0,,
19060102,1900,O,2,5,2,0,0,,,-45,1,-26,0,-26,0,2,0,57,0,00,0
19060103,800,OZO,2,3,2,2,0,,,-73,1,-63,0,-64,0,-13,0,68,0,,
19060103,1400,ZO,2,3,2,8,0,,,0,0,33,0,-65,0,38,0,46,0,,
19060103,1900,ZZO,2,3,2,10,0,,,20,0,40,0,31,0,40,0,67,0,00,0
19060104,800,ZZO,2,3,2,10,0,,,45,0,54,0,36,0,57,0,86,0,,
19060104,1400,ZZO,2,4,2,10,0,,,59,0,72,0,52,0,77,0,82,0,,
19060104,1900,Z,2,5,2,10,0,,,60,0,71,0,64,0,72,0,84,0,00,0
19060105,800,W,2,8,2,10,0,,,60,0,69,0,59,0,88,0,87,0,,
19060105,1400,WZW,2,5,2,10,0,,,59,0,67,0,59,0,74,0,88,0,,
19060105,1900,ZW,2,3,2,10,0,,,48,0,56,0,56,0,68,0,88,0,00,0
19060106,800,ZZO,2,3,2,10,0,,,59,0,67,0,16,0,75,0,88,0,,
19060106,1400,ZO,2,9,2,8,0,,,62,0,86,0,56,0,101,0,68,0,,
19060106,1900,ZO,2,9,2,8,0,,,45,0,71,0,66,0,87,0,64,0,00,0
19060107,800,W,2,8,2,10,0,,,35,0,49,0,44,0,72,0,78,0,,
19060107,1400,W,2,6,2,0,0,,,40,0,54,0,44,0,59,0,78,0,,
19060107,1900,WZW,2,3,2,10,0,,,37,0,47,0,44,0,60,0,84,0,00,0
19060108,800,O,2,2,2,10,0,,,28,0,35,0,32,0,48,0,88,0,,
19060108,1400,NO,2,3,2,10,0,,,26,0,37,0,29,0,37,0,82,0,,
19060108,1900,NNO,2,3,2,10,0,,,23,0,34,0,29,0,40,0,82,0,00,0
19060109,800,Z,2,3,2,10,0,,,18,0,26,0,4,0,37,0,85,0,,
19060109,1400,ZZW,2,4,2,10,0,,,43,0,55,0,24,0,66,0,82,0,,
19060109,1900,ZZW,2,6,2,10,0,,,42,0,53,0,49,0,64,0,83,0,00,0
19060110,800,ZW,2,4,2,10,0,,,36,0,49,0,39,0,68,0,79,0,,
19060110,1400,W,2,6,2,9,0,,,45,0,65,0,47,0,68,0,71,0,,
19060110,1900,W,2,5,2,8,0,,,32,0,48,0,44,0,67,0,74,0,00,0
19060111,800,WZW,2,3,2,0,0,,,15,0,24,0,20,0,56,0,84,0,,
19060111,1400,WZW,2,5,2,7,0,,,41,0,57,0,22,0,60,0,74,0,,
19060111,1900,WZW,2,3,2,5,0,,,22,0,32,0,25,0,60,0,83,0,00,0
19060112,800,ZW,2,8,2,10,0,,,24,0,35,0,29,0,50,0,82,0,,
19060112,1400,ZW,2,7,2,10,0,,,53,0,66,0,34,0,66,0,81,0,,
19060112,1900,W,2,3,2,0,0,,,32,0,40,0,35,0,67,0,87,0,00,0
19060113,800,WZW,2,8,2,10,0,,,93,0,103,0,35,0,103,0,88,0,,
19060113,1400,W,2,7,2,10,0,,,70,0,83,0,80,0,105,0,82,0,,
19060113,1900,W,2,3,2,0,0,,,35,0,51,0,46,0,86,0,75,0,00,0
19060114,800,W,2,5,2,3,0,,,23,0,36,0,32,0,57,0,78,0,,
19060114,1400,W,2,6,2,0,0,,,41,0,59,0,34,0,59,0,74,0,,
19060114,1900,W,2,4,2,0,0,,,23,0,35,0,34,0,63,0,80,0,00,0
19060115,800,ZZW,2,3,2,0,0,,,21,0,30,0,29,0,65,0,85,0,,
19060115,1400,ZZW,2,5,2,0,0,,,45,0,72,0,24,0,76,0,63,0,,
19060115,1900,ZZO,2,5,2,0,0,,,20,0,44,0,40,0,75,0,62,0,00,0
19060116,800,WZW,2,6,2,4,0,,,40,0,56,0,34,0,72,0,75,0,,
19060116,1400,W,2,6,2,4,0,,,47,0,73,0,52,0,79,0,64,0,,
19060116,1900,WZW,2,6,2,0,0,,,29,0,50,0,45,0,77,0,68,0,00,0
19060117,800,W,2,5,2,10,0,,,39,0,56,0,45,0,96,0,74,0,,
19060117,1400,W,2,6,2,0,0,,,37,0,62,0,48,0,67,0,63,0,,
19060117,1900,W,2,6,2,0,0,,,20,0,35,0,34,0,65,0,75,0,00,0
19060118,800,ZZW,2,3,2,6,0,,,25,0,36,0,32,0,37,0,82,0,,
19060118,1400,Z,2,3,2,10,0,,,51,0,58,0,34,0,58,0,90,0,,
19060118,1900,ZZW,2,9,2,10,0,,,71,0,85,0,56,0,95,0,81,0,00,0
19060119,800,W,2,6,2,3,0,,,25,0,40,0,39,0,89,0,75,0,,
19060119,1400,W,2,5,2,3,0,,,43,0,58,0,17,0,62,0,78,0,,
19060119,1900,WNW,2,2,2,0,0,,,20,0,34,0,32,0,59,0,76,0,00,0
19060120,800,W,2,2,2,3,0,,,1,0,12,0,9,0,36,0,80,0,,
19060120,1400,W,2,5,2,10,0,,,26,0,43,0,12,0,44,0,73,0,,
19060120,1900,W,2,4,2,10,0,,,24,0,34,0,32,0,46,0,83,0,00,0
19060121,800,ZZW,2,5,2,10,0,,,15,0,24,0,14,0,37,0,84,0,,
19060121,1400,ZO,2,2,2,10,0,,,18,0,25,0,23,0,27,0,87,0,,
19060121,1900,ZZO,2,3,2,10,0,,,12,0,19,0,14,0,27,0,88,0,00,0
19060122,800,OZO,2,1,2,0,0,,,-24,1,-22,0,-26,0,26,0,94,0,,
19060122,1400,NNO,2,2,2,2,0,,,-6,1,11,0,-25,0,17,0,70,0,,
19060122,1900,NO,2,2,2,0,0,,,-33,1,-23,0,-25,0,17,0,77,0,00,0
19060123,800,ONO,2,1,2,0,0,,,-67,1,-60,0,-66,0,-22,0,77,0,,
19060123,1400,NNW,2,2,2,0,0,,,-5,1,12,0,-65,0,13,0,70,0,,
19060123,1900,NNW,2,1,2,0,0,,,-20,1,-18,0,-20,0,17,0,94,0,00,0
19060124,800,ZZW,2,1,2,0,0,,,-59,1,-51,0,-56,0,-13,0,76,0,,
19060124,1400,ZW,2,5,2,0,0,,,-6,1,13,0,-51,0,17,0,67,0,,
19060124,1900,ZZW,2,3,2,0,0,,,-40,1,-29,0,-29,0,17,0,73,0,00,0
19060125,800,Z,2,7,2,6,0,,,-50,1,-34,0,-43,0,-23,0,61,0,,
19060125,1400,ZZW,2,8,2,10,0,,,-33,1,-26,0,-41,0,-26,0,83,0,,
