Amsterdam (Hortus Botanicus)(124_G) "52:22:00" NB "04:54:00" OL     0.8 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FFb  Windsnelheid  :   herstelde Bft schaal  (Bft). ;  FFb  Windspeed  :  restored Bft scale  (Bft).
 N  Bedekkingsgraad  :  Bedekkingsgraad van de bovenlucht  (deca). ;  N  Cloudvover  :  Cloud of upper air   (decas).
 R6  Dagsom neerslag  :  dagsom  (0.1 mm). ;  R6  Daily precipitation  :  sum  (0.1 mm).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 TN6  Minimum Temp  :  Minimum temparature sinds vorige meting   (0.1 Celcius). ;  TN6  Minimum Temp  :  Minimum temperature   (0.1 Celcius).
 TX6  Maximum Temp  :  Maximum temparature sinds vorige meting  (0.1 Celcius). ;  TX6  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 SX  Sneeuwdikte  :  Kwalitatieve beschrijving  (code). ;  SX  Snowdepth  :  Qualitative description  (code).
 WW  Weercode  :  SYNOP code   (code). ;  WW  Wheather code  :  SYNOP code   (code).

DATUM,tijd,DD,Q_DD,FFb,Q_FFb,N,Q_N,R6,Q_R6,TD,Q_TD,T,Q_T,TN6,Q_TN6,TX6,Q_TX6,U,Q_U,SX,Q_SX,WW,Q_WW
19230101,800,,,,,1,0,15,1,36,0,46,0,39,0,66,0,84,0,0,0,00,0
19230101,1400,,,,,8,0,0,1,66,0,85,0,43,0,85,0,74,0,0,0,00,0
19230101,1900,,,,,0,0,0,1,34,0,35,0,33,0,87,0,98,0,0,0,00,0
19230102,800,,,,,6,0,2,1,16,0,20,0,-2,0,35,0,93,0,0,0,10,0
19230102,1400,,,,,10,0,1,1,41,0,43,0,20,0,48,0,97,0,0,0,53,0
19230102,1900,,,,,10,0,2,1,55,0,58,0,42,0,60,0,96,0,0,0,00,0
19230103,800,,,,,10,0,14,1,66,0,70,0,58,0,72,0,94,0,0,0,00,0
19230103,1400,,,,,10,0,0,1,73,0,83,0,69,0,83,0,88,0,0,0,00,0
19230103,1900,,,,,10,0,0,1,58,0,62,0,61,0,85,0,94,0,0,0,00,0
19230104,800,,,,,10,0,0,1,35,0,35,0,31,0,66,0,100,0,0,0,45,0
19230104,1400,,,,,7,0,0,1,62,0,70,0,30,0,70,0,88,0,0,0,00,0
19230104,1900,,,,,6,0,12,1,52,0,56,0,55,0,70,0,94,0,0,0,00,0
19230105,800,,,,,10,0,2,1,24,0,24,0,9,0,69,0,100,0,0,0,45,0
19230105,1400,,,,,9,0,0,1,48,0,53,0,24,0,53,0,92,0,0,0,00,0
19230105,1900,,,,,2,0,0,1,31,0,40,0,40,0,53,0,85,0,0,0,00,0
19230106,800,,,,,10,0,2,1,24,0,27,0,26,0,40,0,94,0,0,0,53,0
19230106,1400,,,,,9,0,2,1,60,0,67,0,27,0,69,0,90,0,0,0,00,0
19230106,1900,,,,,2,0,1,1,34,0,46,0,45,0,69,0,81,0,0,0,00,0
19230107,800,,,,,1,0,2,1,14,0,16,0,4,0,46,0,96,0,0,0,00,0
19230107,1400,,,,,10,0,1,1,34,0,38,0,16,0,38,0,93,0,0,0,63,0
19230107,1900,,,,,10,0,17,1,38,0,38,0,33,0,40,0,100,0,0,0,53,0
19230108,800,,,,,10,0,10,1,80,0,80,0,36,0,81,0,100,0,0,0,53,0
19230108,1400,,,,,10,0,1,1,83,0,90,0,78,0,92,0,91,0,0,0,63,0
19230108,1900,,,,,10,0,24,1,76,0,77,0,72,0,91,0,99,0,0,0,63,0
19230109,800,,,,,10,0,1,1,20,0,20,0,16,0,77,0,100,0,0,0,45,0
19230109,1400,,,,,10,0,10,1,54,0,58,0,17,0,59,0,94,0,0,0,63,0
19230109,1900,,,,,0,0,28,1,45,0,50,0,49,0,64,0,92,0,0,0,00,0
19230110,800,,,,,7,0,23,1,30,0,36,0,31,0,50,0,90,0,0,0,63,0
19230110,1400,,,,,10,0,16,1,43,0,55,0,35,0,55,0,82,0,0,0,63,0
19230110,1900,,,,,10,0,16,1,54,0,64,0,52,0,64,0,86,0,0,0,00,0
19230111,800,,,,,10,0,23,1,42,0,50,0,35,0,66,0,87,0,0,0,00,0
19230111,1400,,,,,5,0,0,1,45,0,58,0,46,0,70,0,81,0,0,0,63,0
19230111,1900,,,,,10,0,0,1,41,0,54,0,44,0,60,0,80,0,0,0,00,0
19230112,800,,,,,0,0,3,1,28,0,30,0,26,0,54,0,96,0,0,0,10,0
19230112,1400,,,,,2,0,0,1,47,0,64,0,30,0,66,0,75,0,0,0,00,0
19230112,1900,,,,,0,0,0,1,26,0,37,0,33,0,64,0,82,0,0,0,00,0
19230113,800,,,,,1,0,0,1,3,0,5,0,3,0,37,0,96,0,0,0,10,0
19230113,1400,,,,,3,0,0,1,24,0,36,0,3,0,50,0,80,0,0,0,00,0
19230113,1900,,,,,8,0,0,1,18,0,24,0,23,0,36,0,89,0,0,0,00,0
19230114,800,,,,,10,0,1,1,32,0,32,0,21,0,33,0,100,0,0,0,53,0
19230114,1400,,,,,10,0,4,1,66,0,68,0,31,0,68,0,98,0,0,0,63,0
19230114,1900,,,,,0,0,7,1,46,0,66,0,64,0,80,0,71,0,0,0,00,0
19230115,800,,,,,4,0,0,1,44,0,55,0,47,0,73,0,83,0,0,0,00,0
19230115,1400,,,,,3,0,0,1,56,0,71,0,53,0,75,0,78,0,0,0,00,0
19230115,1900,,,,,0,0,0,1,50,0,60,0,57,0,71,0,85,0,0,0,00,0
19230116,800,,,,,10,0,4,1,24,0,46,0,43,0,65,0,65,0,0,0,00,0
19230116,1400,,,,,8,0,0,1,38,0,59,0,43,0,61,0,69,0,0,0,00,0
19230116,1900,,,,,0,0,10,1,14,0,21,0,20,0,62,0,87,0,0,0,00,0
19230117,800,,,,,9,0,0,1,2,0,8,0,1,0,22,0,89,0,0,0,00,0
19230117,1400,,,,,9,0,0,1,-1,0,16,0,7,0,23,0,71,0,0,0,00,0
19230117,1900,,,,,9,0,0,1,-6,0,10,0,8,0,16,0,72,0,0,0,00,0
19230118,800,,,,,10,0,0,1,-8,0,6,0,3,0,13,0,75,0,0,0,00,0
