's-Heerenberg(106_G) "51:54:00" NB "06:13:00" OL    78.0 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. 

 N  Bedekkingsgraad  :  Bedekkingsgraad van de bovenlucht  (deca). ;  N  Cloudvover  :  Cloud of upper air   (decas).
 R6  Dagsom neerslag  :  dagsom  (0.1 mm). ;  R6  Daily precipitation  :  sum  (0.1 mm).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 TN6  Minimum Temp  :  Minimum temparature sinds vorige meting   (0.1 Celcius). ;  TN6  Minimum Temp  :  Minimum temperature   (0.1 Celcius).
 TX6  Maximum Temp  :  Maximum temparature sinds vorige meting  (0.1 Celcius). ;  TX6  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).

DATUM,tijd,N,Q_N,R6,Q_R6,TD,Q_TD,T,Q_T,TN6,Q_TN6,TX6,Q_TX6,U,Q_U
19321201,800,4,9,0,1,23,0,28,0,12,0,29,0,91,0
19321201,1400,2,0,0,1,67,0,82,0,28,0,82,0,79,0
19321201,1900,0,0,0,1,60,0,68,0,53,0,84,0,88,0
19321202,800,3,0,0,1,25,0,26,0,14,0,68,0,98,0
19321202,1400,5,0,0,1,48,0,63,0,16,0,67,0,78,0
19321202,1900,5,0,0,1,28,0,37,0,26,0,65,0,85,0
19321203,800,10,0,25,1,55,0,58,0,29,0,58,0,96,0
19321203,1400,10,0,5,1,63,0,64,0,56,0,65,0,99,0
19321203,1900,5,0,26,1,44,0,46,0,44,0,65,0,97,0
19321204,800,7,0,2,1,41,0,45,0,44,0,46,0,94,0
19321204,1400,5,0,0,1,53,0,58,0,15,0,61,0,93,0
19321204,1900,5,0,0,1,20,0,21,0,21,0,61,0,98,0
19321205,800,10,0,3,1,16,0,16,0,9,0,25,0,100,0
19321205,1400,8,0,0,1,38,0,44,0,9,0,44,0,90,0
19321205,1900,8,0,0,1,23,0,26,0,24,0,44,0,94,0
19321206,800,10,0,0,1,13,0,14,0,9,0,26,0,98,0
19321206,1400,10,0,0,1,23,0,23,0,9,0,23,0,100,0
19321206,1900,10,0,1,1,18,0,18,0,13,0,25,0,100,0
19321207,800,10,0,0,1,-1,0,0,0,-4,0,19,0,98,0
19321207,1400,10,0,2,1,23,0,26,0,-3,0,29,0,94,0
19321207,1900,10,0,0,1,25,0,26,0,22,0,29,0,98,0
19321208,800,10,0,0,1,5,0,6,0,2,0,26,0,98,0
19321208,1400,8,0,0,1,13,0,18,0,4,0,31,0,91,0
19321208,1900,0,0,0,1,-29,0,-24,0,-25,0,28,0,89,0
19321209,800,10,0,0,1,-29,1,-18,0,-30,0,-15,0,75,0
19321209,1400,0,0,0,1,-23,1,-3,0,-22,0,-1,0,61,0
19321209,1900,0,0,0,1,-37,1,-32,0,-34,0,-3,0,86,0
19321210,800,0,0,0,1,-37,1,-36,0,-41,0,-31,0,95,0
19321210,1400,0,0,0,1,-13,1,-2,0,-37,0,-2,0,78,0
19321210,1900,0,0,0,1,-37,1,-32,0,-36,0,-1,0,86,0
19321211,800,3,0,0,1,-57,1,-54,0,-60,0,-31,0,88,0
19321211,1400,5,0,0,1,-31,1,-18,0,-59,0,-11,0,71,0
19321211,1900,3,0,0,1,-47,1,-35,0,-35,0,-10,0,70,0
19321212,800,4,0,0,1,-59,1,-54,0,-57,0,-35,0,83,0
19321212,1400,6,0,0,1,-1,0,8,0,-55,0,8,0,84,0
19321212,1900,8,0,0,1,-23,0,-8,0,-11,0,11,0,71,0
19321213,800,4,0,0,1,-2,0,4,0,-18,0,9,0,89,0
19321213,1400,6,0,0,1,35,0,54,0,1,0,62,0,71,0
19321213,1900,8,0,0,1,13,0,25,0,25,0,57,0,79,0
19321214,800,9,0,0,1,26,0,36,0,2,0,44,0,83,0
19321214,1400,6,0,0,1,46,0,64,0,33,0,73,0,73,0
19321214,1900,8,0,0,1,31,0,40,0,37,0,69,0,85,0
19321215,800,10,0,0,1,21,0,30,0,25,0,48,0,85,0
19321215,1400,10,0,0,1,67,0,71,0,30,0,72,0,94,0
19321215,1900,10,0,0,1,64,0,71,0,66,0,74,0,90,0
19321216,800,10,0,3,1,57,0,57,0,57,0,72,0,100,0
19321216,1400,8,0,0,1,73,0,77,0,54,0,78,0,94,0
19321216,1900,10,0,0,1,15,0,16,0,12,0,78,0,98,0
19321217,800,8,0,0,1,9,0,12,0,7,0,38,0,94,0
19321217,1400,4,0,0,1,71,0,88,0,8,0,101,0,77,0
19321217,1900,0,0,0,1,45,0,59,0,51,0,88,0,79,0
19321218,800,0,0,0,1,55,0,71,0,33,0,75,0,77,0
19321218,1400,0,0,0,1,96,0,132,0,71,0,132,0,60,0
19321218,1900,0,0,0,1,59,0,75,0,75,0,134,0,77,0
19321219,800,4,0,0,1,27,0,36,0,25,0,75,0,85,0
19321219,1400,8,0,0,1,72,0,99,0,28,0,99,0,65,0
19321219,1900,6,0,0,1,33,0,51,0,36,0,101,0,72,0
19321220,800,6,0,0,1,23,0,29,0,24,0,53,0,90,0
19321220,1400,6,0,0,1,73,0,97,0,27,0,103,0,69,0
19321220,1900,6,0,0,1,34,0,42,0,42,0,98,0,87,0
19321221,800,9,0,0,1,39,0,50,0,33,0,61,0,83,0
19321221,1400,4,0,0,1,53,0,80,0,50,0,84,0,63,0
19321221,1900,10,0,0,1,13,0,25,0,20,0,82,0,79,0
19321222,800,2,0,0,1,7,0,10,0,-6,0,38,0,94,0
19321222,1400,10,0,0,1,67,0,77,0,10,0,77,0,86,0
19321222,1900,10,0,8,1,75,0,80,0,66,0,82,0,93,0
19321223,800,8,0,2,1,5,0,6,0,1,0,81,0,98,0
19321223,1400,4,0,0,1,57,0,64,0,6,0,64,0,90,0
19321223,1900,0,0,0,1,21,0,22,0,19,0,65,0,98,0
19321224,800,9,0,3,1,47,0,48,0,10,0,48,0,98,0
19321224,1400,9,0,0,1,75,0,80,0,48,0,81,0,93,0
19321224,1900,10,0,0,1,49,0,50,0,50,0,83,0,95,0
19321225,800,10,0,22,1,15,0,16,0,10,0,50,0,98,0
19321225,1400,10,0,3,1,46,0,46,0,9,0,46,0,100,0
19321225,1900,10,0,0,1,57,0,58,0,44,0,58,0,99,0
19321226,800,10,0,13,1,42,0,42,0,40,0,59,0,100,0
19321226,1400,4,0,0,1,14,0,28,0,28,0,44,0,75,0
19321226,1900,0,0,0,1,-9,0,-8,0,-9,0,29,0,98,0
19321227,800,10,0,0,1,-5,0,-5,0,-19,0,-2,0,100,0
19321227,1400,10,0,3,1,9,0,12,0,-6,0,12,0,94,0
19321227,1900,10,0,0,1,12,0,14,0,8,0,14,0,96,0
19321228,800,10,0,15,1,23,0,26,0,10,0,26,0,94,0
19321228,1400,6,0,0,1,19,0,24,0,23,0,32,0,91,0
19321228,1900,0,0,0,1,-6,0,-5,0,-5,0,24,0,98,0
19321229,800,0,0,0,1,-33,1,-31,0,-32,0,-3,0,93,0
19321229,1400,0,0,0,1,-1,0,5,0,-35,0,8,0,89,0
19321229,1900,0,0,0,1,-26,0,-24,0,-28,0,8,0,96,0
19321230,800,4,0,0,1,33,0,-28,0,-34,0,-24,0,87,0
19321230,1400,10,0,0,1,13,0,19,0,-28,0,27,0,90,0
19321230,1900,10,0,0,1,15,0,24,0,8,0,24,0,84,0
19321231,800,10,0,62,1,44,0,46,0,22,0,57,0,97,0
19321231,1400,10,0,0,1,36,0,36,0,33,0,48,0,100,0
19321231,1900,10,0,0,1,37,0,40,0,33,0,40,0,95,0
19330101,800,10,0,3,1,63,0,66,0,28,0,66,0,96,0
19330101,1400,10,0,0,1,85,0,92,0,66,0,92,0,91,0
19330101,1900,0,0,0,1,47,0,47,0,43,0,93,0,100,0
19330102,800,8,0,4,1,19,0,20,0,5,0,47,0,98,0
