Sittard(145_G) "51:00:00" NB "05:54:00" OL    43.5 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FFb  Windsnelheid  :   herstelde Bft schaal  (Bft). ;  FFb  Windspeed  :  restored Bft scale  (Bft).
 N  Bedekkingsgraad  :  Bedekkingsgraad van de bovenlucht  (deca). ;  N  Cloudvover  :  Cloud of upper air   (decas).
 R6  Dagsom neerslag  :  dagsom  (0.1 mm). ;  R6  Daily precipitation  :  sum  (0.1 mm).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 TN6  Minimum Temp  :  Minimum temparature sinds vorige meting   (0.1 Celcius). ;  TN6  Minimum Temp  :  Minimum temperature   (0.1 Celcius).
 TX6  Maximum Temp  :  Maximum temparature sinds vorige meting  (0.1 Celcius). ;  TX6  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 WW  Weercode  :  SYNOP code   (code). ;  WW  Wheather code  :  SYNOP code   (code).

DATUM,tijd,DD,Q_DD,FFb,Q_FFb,N,Q_N,R6,Q_R6,TD,Q_TD,T,Q_T,TN6,Q_TN6,TX6,Q_TX6,U,Q_U,WW,Q_WW
19060101,800,O,2,7,2,3,9,,,-58,1,-47,0,-47,0,-38,0,69,0,00,0
19060101,1400,O,2,6,2,3,0,,,-12,0,5,0,-47,0,5,0,68,0,00,0
19060101,1900,O,2,7,2,0,0,,,-36,1,-20,0,-20,0,7,0,74,0,00,0
19060102,800,O,2,6,2,1,0,,,-55,1,-42,0,-42,0,-20,0,66,0,00,0
19060102,1400,O,2,5,2,7,0,,,-15,0,0,0,-44,0,0,0,72,0,00,0
19060102,1900,O,2,6,2,5,0,,,-27,0,-13,0,-13,0,1,0,73,0,00,0
19060103,800,O,2,6,2,7,0,,,-30,1,-20,0,-36,0,-13,0,77,0,00,0
19060103,1400,Z,2,5,2,10,0,,,44,0,59,0,-20,0,59,0,78,0,00,0
19060103,1900,ZW,2,4,2,10,0,,,44,0,55,0,49,0,60,0,83,0,00,0
19060104,800,ZW,2,6,2,3,0,,,72,0,82,0,51,0,85,0,87,0,00,0
19060104,1400,ZW,2,6,2,10,0,,,86,0,102,0,82,0,106,0,79,0,00,0
19060104,1900,ZW,2,5,2,7,0,,,76,0,82,0,82,0,106,0,92,0,00,0
19060105,800,ZW,2,7,2,10,0,,,93,0,99,0,81,0,107,0,92,0,00,0
19060105,1400,WZW,2,5,2,10,0,,,88,0,95,0,95,0,101,0,91,0,00,0
19060105,1900,ZW,2,6,2,10,0,,,78,0,82,0,78,0,95,0,94,0,00,0
19060106,800,ZW,2,7,2,10,0,,,77,0,90,0,80,0,90,0,83,0,00,0
19060106,1400,WZW,2,6,2,10,0,,,87,0,102,0,90,0,118,0,81,0,00,0
19060106,1900,WZW,2,7,2,10,0,,,63,0,85,0,85,0,103,0,70,0,00,0
19060107,800,W,2,6,2,10,0,,,55,0,63,0,58,0,85,0,88,0,00,0
19060107,1400,WZW,2,5,2,10,0,,,54,0,65,0,61,0,74,0,84,0,00,0
19060107,1900,WZW,2,5,2,8,0,,,50,0,58,0,58,0,76,0,88,0,00,0
19060108,800,W,2,5,2,10,0,,,71,0,70,0,44,0,76,0,93,0,00,0
19060108,1400,W,2,6,2,10,0,,,58,0,66,0,66,0,76,0,88,0,00,0
19060108,1900,W,2,6,2,10,0,,,33,0,36,0,36,0,76,0,95,0,00,0
