Sint Jansteen(134_G) "51:16:00" NB "04:03:00" OL     3.0 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FFb  Windsnelheid  :   herstelde Bft schaal  (Bft). ;  FFb  Windspeed  :  restored Bft scale  (Bft).
 N  Bedekkingsgraad  :  Bedekkingsgraad van de bovenlucht  (deca). ;  N  Cloudvover  :  Cloud of upper air   (decas).
 R6  Dagsom neerslag  :  dagsom  (0.1 mm). ;  R6  Daily precipitation  :  sum  (0.1 mm).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 TN6  Minimum Temp  :  Minimum temparature sinds vorige meting   (0.1 Celcius). ;  TN6  Minimum Temp  :  Minimum temperature   (0.1 Celcius).
 TX6  Maximum Temp  :  Maximum temparature sinds vorige meting  (0.1 Celcius). ;  TX6  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 SX  Sneeuwdikte  :  Kwalitatieve beschrijving  (code). ;  SX  Snowdepth  :  Qualitative description  (code).
 WW  Weercode  :  SYNOP code   (code). ;  WW  Wheather code  :  SYNOP code   (code).

DATUM,tijd,DD,Q_DD,FFb,Q_FFb,N,Q_N,R6,Q_R6,TD,Q_TD,T,Q_T,TN6,Q_TN6,TX6,Q_TX6,U,Q_U,SX,Q_SX,WW,Q_WW
19460601,800,ZW,2,4,2,9,0,42,0,110,0,124,0,69,0,124,0,85,0,0,0,00,0
19460601,1400,ZW,2,4,2,10,0,25,0,131,0,162,0,122,0,163,0,68,0,0,0,00,0
19460601,1900,Z,2,3,2,9,0,28,0,128,0,137,0,133,0,162,0,91,0,0,0,00,0
19460602,800,WZW,2,5,2,10,0,45,0,104,0,124,0,100,0,139,0,77,0,0,0,00,0
19460602,1400,W,2,5,2,8,0,38,0,120,0,150,0,100,0,155,0,68,0,0,0,00,0
19460602,1900,WZW,2,5,2,9,0,24,0,118,0,132,0,121,0,158,0,85,0,0,0,00,0
19460603,800,WZW,2,5,2,9,0,0,0,112,0,131,0,76,0,135,0,78,0,0,0,00,0
19460603,1400,ZW,2,4,2,10,0,5,0,125,0,141,0,126,0,168,0,83,0,0,0,00,0
19460603,1900,ZW,2,3,2,0,0,20,0,123,0,131,0,126,0,170,0,91,0,0,0,00,0
19460604,800,WZW,2,3,2,3,0,0,0,122,0,142,0,70,0,142,0,78,0,0,0,00,0
19460604,1400,W,2,4,2,10,0,0,0,126,0,152,0,142,0,174,0,72,0,0,0,00,0
19460604,1900,W,2,2,2,10,0,0,0,120,0,144,0,144,0,164,0,74,0,0,0,00,0
19460605,800,ZW,2,5,2,8,0,4,0,134,0,159,0,118,0,163,0,74,0,0,0,00,0
19460605,1400,ZW,2,4,2,8,0,0,0,189,0,200,0,148,0,200,0,90,0,0,0,00,0
19460605,1900,ZW,2,3,2,10,0,0,0,151,0,169,0,167,0,205,0,82,0,0,0,00,0
19460606,800,ZW,2,4,2,9,0,6,0,124,0,141,0,110,0,170,0,81,0,0,0,00,0
19460606,1400,ZW,2,4,2,6,0,0,0,134,0,182,0,141,0,191,0,55,0,0,0,00,0
19460606,1900,W,2,3,2,2,0,0,0,129,0,169,0,168,0,193,0,61,0,0,0,00,0
19460607,800,WZW,2,1,2,1,0,0,0,129,0,146,0,70,0,169,0,82,0,0,0,00,0
19460607,1400,NW,2,2,2,4,0,0,0,154,0,200,0,145,0,207,0,58,0,0,0,00,0
19460607,1900,N,2,3,2,2,0,0,0,149,0,180,0,180,0,215,0,70,0,0,0,00,0
19460608,800,ZO,2,1,2,6,0,5,0,167,0,186,0,123,0,186,0,82,0,0,0,00,0
19460608,1400,ZO,2,3,2,4,0,0,0,208,0,259,0,186,0,259,0,61,0,0,0,00,0
19460608,1900,ZW,2,3,2,9,0,115,0,176,0,184,0,167,0,259,0,92,0,0,0,13,0
19460609,800,W,2,2,2,10,0,15,0,135,0,145,0,125,0,186,0,90,0,0,0,00,0
19460609,1400,ZW,2,3,2,9,0,0,0,146,0,187,0,143,0,194,0,61,0,0,0,00,0
19460609,1900,ZW,2,1,2,10,0,0,0,138,0,154,0,154,0,189,0,83,0,0,0,00,0
19460610,800,ZW,2,4,2,9,0,81,0,146,0,160,0,137,0,160,0,85,0,0,0,00,0
19460610,1400,WZW,2,6,2,8,0,10,0,151,0,187,0,150,0,188,0,66,0,0,0,17,0
19460610,1900,WZW,2,5,2,10,0,1,0,120,0,135,0,135,0,187,0,83,0,0,0,00,0
19460611,800,ZW,2,1,2,4,0,0,0,122,0,144,0,90,0,144,0,76,0,0,0,00,0
19460611,1400,W,2,2,2,8,0,43,0,105,0,129,0,109,0,163,0,73,0,0,0,13,0
19460611,1900,ZW,2,1,2,2,0,7,0,99,0,109,0,109,0,149,0,89,0,0,0,00,0
19460612,800,Z,2,1,2,10,0,0,0,122,0,148,0,64,0,149,0,72,0,0,0,00,0
19460612,1400,W,2,2,2,8,0,0,0,138,0,178,0,139,0,180,0,61,0,0,0,95,0
19460612,1900,N,2,2,2,7,0,92,0,115,0,128,0,117,0,178,0,86,0,0,0,00,0
19460613,800,N,2,3,2,9,0,8,0,130,0,143,0,91,0,143,0,86,0,0,0,00,0
19460613,1400,N,2,4,2,1,0,0,0,134,0,173,0,142,0,178,0,62,0,0,0,00,0
19460613,1900,N,2,3,2,3,0,0,0,128,0,139,0,133,0,176,0,88,0,0,0,00,0
19460614,800,NW,2,3,2,8,0,0,0,105,0,130,0,81,0,139,0,72,0,0,0,00,0
19460614,1400,NW,2,3,2,5,0,0,0,114,0,153,0,128,0,160,0,59,0,0,0,00,0
19460614,1900,NW,2,1,2,9,0,0,0,106,0,138,0,138,0,153,0,65,0,0,0,00,0
19460615,800,ZZW,2,2,2,10,0,0,0,112,0,117,0,85,0,139,0,95,0,0,0,00,0
19460615,1400,ZZW,2,2,2,10,0,0,0,136,0,147,0,117,0,167,0,88,0,0,0,00,0
19460615,1900,ZW,2,3,2,9,0,17,0,148,0,151,0,143,0,157,0,97,0,0,0,00,0
19460616,800,ZW,2,3,2,10,0,3,0,128,0,140,0,91,0,154,0,87,0,0,0,00,0
19460616,1400,ZW,2,1,2,9,0,17,0,137,0,157,0,140,0,166,0,79,0,0,0,17,0
19460616,1900,ZZW,2,2,2,8,0,2,0,132,0,146,0,144,0,172,0,85,0,0,0,00,0
19460617,800,ZW,2,3,2,10,0,7,0,136,0,143,0,143,0,149,0,93,0,0,0,00,0
19460617,1400,ZW,2,3,2,9,0,0,0,127,0,166,0,141,0,172,0,61,0,0,0,17,0
19460617,1900,W,2,4,2,9,0,2,0,118,0,143,0,143,0,167,0,73,0,0,0,00,0
19460618,800,ZW,2,4,2,9,0,18,0,140,0,151,0,108,0,151,0,88,0,0,0,00,0
19460618,1400,ZW,2,4,2,9,0,3,0,127,0,158,0,146,0,174,0,67,0,0,0,00,0
19460618,1900,ZW,2,3,2,9,0,13,0,105,0,113,0,108,0,169,0,91,0,0,0,13,0
19460619,800,ZW,2,3,2,10,0,11,0,104,0,114,0,84,0,119,0,88,0,0,0,00,0
19460619,1400,ZW,2,3,2,10,0,7,0,119,0,151,0,109,0,161,0,66,0,0,0,00,0
19460619,1900,C,2,C,2,10,0,48,0,78,0,85,0,85,0,151,0,91,0,0,0,95,0
19460620,800,W,2,3,2,1,0,10,0,120,0,137,0,79,0,152,0,81,0,0,0,00,0
19460620,1400,ZW,2,3,2,8,0,45,0,123,0,150,0,108,0,165,0,71,0,0,0,17,0
