Warnsveld(150_G) "52:09:00" NB "06:14:00" OL     8.0 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FFb  Windsnelheid  :   herstelde Bft schaal  (Bft). ;  FFb  Windspeed  :  restored Bft scale  (Bft).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 R6  Dagsom neerslag  :  dagsom  (0.1 mm). ;  R6  Daily precipitation  :  sum  (0.1 mm).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 TN6  Minimum Temp  :  Minimum temparature sinds vorige meting   (0.1 Celcius). ;  TN6  Minimum Temp  :  Minimum temperature   (0.1 Celcius).
 TX6  Maximum Temp  :  Maximum temparature sinds vorige meting  (0.1 Celcius). ;  TX6  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 WW  Weercode  :  SYNOP code   (code). ;  WW  Wheather code  :  SYNOP code   (code).

DATUM,tijd,DD,Q_DD,FFb,Q_FFb,N,Q_N,R6,Q_R6,TD,Q_TD,T,Q_T,TN6,Q_TN6,TX6,Q_TX6,U,Q_U,WW,Q_WW
19160101,800,ZZW,2,4,2,9,0,47,1,59,0,64,0,52,0,74,0,93,0,00,0
19160101,1400,Z,2,5,2,10,0,3,1,83,0,97,0,64,0,97,0,82,0,00,0
19160101,1900,ZW,8,6,2,6,0,22,8,92,8,118,8,96,0,118,8,69,8,00,0
19160102,800,ZW,2,3,2,3,0,0,8,51,0,70,0,68,0,122,0,72,0,00,0
19160102,1400,ZW,2,3,2,10,0,0,1,76,0,87,0,66,0,90,0,86,0,00,0
19160102,1900,Z,8,3,2,10,0,12,8,84,8,86,8,82,8,90,0,98,8,63,0
19160103,800,WZW,2,4,2,10,0,51,8,96,0,100,0,86,8,120,0,95,0,63,0
19160103,1400,W,2,5,2,5,0,28,1,83,0,104,0,88,0,105,0,73,0,00,0
19160103,1900,WZW,8,3,2,1,0,0,1,57,8,70,8,70,8,106,0,81,8,00,0
19160104,800,ZZW,2,3,2,10,0,0,1,55,0,70,0,56,0,73,0,78,0,00,0
19160104,1400,ZZW,2,4,2,10,0,0,1,58,0,63,0,60,0,78,0,93,0,00,0
19160104,1900,ZW,8,5,2,10,0,1,8,93,8,102,8,62,0,103,0,89,8,00,0
19160105,800,W,2,4,2,1,0,74,8,52,0,64,0,64,0,109,0,83,0,00,0
19160105,1400,W,2,5,2,10,0,0,1,61,0,80,0,58,0,86,0,73,0,00,0
19160105,1900,WZW,8,3,2,1,0,0,1,45,8,52,8,50,8,83,0,89,8,00,0
19160106,800,WZW,2,3,2,10,0,0,1,49,0,59,0,41,0,64,0,86,0,00,0
19160106,1400,ZZW,2,3,2,10,0,7,1,68,0,70,0,55,0,70,0,98,0,63,0
19160106,1900,WZW,8,5,2,10,0,0,1,104,8,110,8,69,0,110,8,93,8,00,0
19160107,800,WZW,2,6,2,10,0,2,8,86,0,90,0,90,0,117,0,95,0,63,0
19160107,1400,ZW,2,6,2,10,0,7,1,87,0,91,0,83,0,93,0,95,0,63,0
19160107,1900,W,8,4,2,9,0,70,8,57,8,72,8,63,8,94,0,79,8,00,0
19160108,800,WNW,2,4,2,8,0,11,8,42,0,56,0,55,0,74,0,79,0,00,0
19160108,1400,NW,2,5,2,6,0,4,1,45,0,66,0,48,0,69,0,70,0,00,0
