NIJKERK (SLUIS)(163_G) "52:15:48" NB "5:28:32" OL     0.2 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. 

 N  Bedekkingsgraad  :  Bedekkingsgraad van de bovenlucht  (deca). ;  N  Cloudvover  :  Cloud of upper air   (decas).
 R6  Dagsom neerslag  :  dagsom  (0.1 mm). ;  R6  Daily precipitation  :  sum  (0.1 mm).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 TN6  Minimum Temp  :  Minimum temparature sinds vorige meting   (0.1 Celcius). ;  TN6  Minimum Temp  :  Minimum temperature   (0.1 Celcius).
 TX6  Maximum Temp  :  Maximum temparature sinds vorige meting  (0.1 Celcius). ;  TX6  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 SX  Sneeuwdikte  :  Kwalitatieve beschrijving  (code). ;  SX  Snowdepth  :  Qualitative description  (code).
 WW  Weercode  :  SYNOP code   (code). ;  WW  Wheather code  :  SYNOP code   (code).

DATUM,tijd,N,Q_N,R6,Q_R6,TD,Q_TD,T,Q_T,TN6,Q_TN6,TX6,Q_TX6,U,Q_U,SX,Q_SX,WW,Q_WW
19700101,800,2,0,0,0,-125,1,-122,0,-124,0,-95,0,78,0,0,0,00,0
19700101,1400,6,0,0,0,-81,1,-72,0,-123,0,-70,0,69,0,0,0,00,0
19700101,1900,3,0,0,0,-96,0,-98,0,-105,0,-65,0,98,0,0,0,00,0
19700102,800,10,0,0,0,-6,0,-7,0,-105,0,-3,0,100,0,0,0,00,0
19700102,1400,10,0,10,0,24,0,26,0,-9,0,26,0,96,0,0,0,45,0
19700102,1900,10,0,0,0,25,0,29,0,22,0,29,0,93,0,0,0,00,0
19700103,800,10,0,24,0,0,0,1,0,-3,0,31,0,98,0,3,0,00,0
19700103,1400,5,0,4,0,2,0,4,0,-4,0,7,0,96,0,3,0,00,0
19700103,1900,2,0,0,0,-34,1,-34,0,-36,0,5,0,97,0,4,0,00,0
19700104,800,0,0,0,0,-58,0,-58,0,-62,0,-34,8,95,0,4,0,00,0
19700104,1400,2,0,0,0,-1,1,7,0,-66,0,11,8,86,0,4,0,00,0
19700104,1900,0,0,0,0,-66,1,-67,0,-72,0,9,8,97,0,4,0,45,0
19700105,800,9,0,0,0,-46,1,-46,0,-77,0,-46,8,96,0,4,0,10,0
19700105,1400,9,0,0,0,-17,1,-15,0,-54,0,-15,8,95,0,4,0,10,0
19700105,1900,10,0,0,0,-11,1,-9,0,-16,0,-9,8,95,0,4,0,10,0
19700106,800,5,0,0,0,-32,1,-32,0,-48,0,4,8,97,0,4,0,00,0
19700106,1400,10,0,8,0,-4,1,3,0,-36,0,3,8,87,0,5,0,00,0
19700106,1900,10,0,6,0,0,0,1,0,-5,0,4,0,98,0,5,0,00,0
19700107,800,10,0,9,0,-45,1,-45,0,-50,0,4,0,96,0,5,0,46,0
19700107,1400,10,0,0,0,-24,1,-23,0,-49,0,-17,0,98,0,5,0,46,0
19700107,1900,10,0,0,0,-26,1,-26,0,-29,0,-11,0,98,0,5,0,46,0
19700108,800,3,0,0,0,-58,1,-56,0,-69,0,-25,0,90,0,5,0,00,0
19700108,1400,9,0,0,0,-34,1,-27,0,-58,0,-25,0,82,0,5,0,00,0
