Naaldwijk (Galgeweg)(38_G) "51:59:17" NB "4:12:24" OL     0.4 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. 

 N  Bedekkingsgraad  :  Bedekkingsgraad van de bovenlucht  (deca). ;  N  Cloudvover  :  Cloud of upper air   (decas).
 R6  Dagsom neerslag  :  dagsom  (0.1 mm). ;  R6  Daily precipitation  :  sum  (0.1 mm).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 TN6  Minimum Temp  :  Minimum temparature sinds vorige meting   (0.1 Celcius). ;  TN6  Minimum Temp  :  Minimum temperature   (0.1 Celcius).
 TX6  Maximum Temp  :  Maximum temparature sinds vorige meting  (0.1 Celcius). ;  TX6  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 SX  Sneeuwdikte  :  Kwalitatieve beschrijving  (code). ;  SX  Snowdepth  :  Qualitative description  (code).
 WW  Weercode  :  SYNOP code   (code). ;  WW  Wheather code  :  SYNOP code   (code).

DATUM,tijd,N,Q_N,R6,Q_R6,TD,Q_TD,T,Q_T,TN6,Q_TN6,TX6,Q_TX6,U,Q_U,SX,Q_SX,WW,Q_WW
19641001,800,0,0,0,0,71,0,88,0,68,0,122,0,77,0,0,0,00,0
19641001,1400,2,0,0,0,116,0,162,0,88,0,162,0,55,0,0,0,00,0
19641001,1900,1,0,0,0,92,0,121,0,121,0,163,0,66,0,0,0,00,0
19641002,800,7,0,0,0,85,0,92,0,70,0,123,0,91,0,0,0,00,0
19641002,1400,0,0,0,0,125,0,154,0,91,0,158,0,69,0,0,0,00,0
19641002,1900,1,0,0,0,98,0,125,0,125,0,154,0,69,0,0,0,00,0
19641003,800,1,0,0,0,80,0,89,0,65,0,125,0,88,0,0,0,00,0
19641003,1400,1,0,0,0,113,0,169,0,88,0,170,0,46,0,0,0,00,0
19641003,1900,0,0,0,0,82,0,106,0,106,0,181,0,70,0,0,0,00,0
19641004,800,3,0,0,0,69,0,77,0,49,0,108,0,89,0,0,0,00,0
19641004,1400,3,0,0,0,114,0,165,0,77,0,166,0,50,0,0,0,00,0
19641004,1900,0,0,0,0,104,0,121,0,121,0,169,0,80,0,0,0,00,0
19641005,800,8,0,0,0,70,0,77,0,45,0,123,0,90,0,0,0,00,0
19641005,1400,3,0,0,0,148,0,189,0,77,0,201,0,61,0,0,0,00,0
19641005,1900,0,0,0,0,110,0,117,0,117,0,192,0,93,0,0,0,10,0
19641006,800,10,0,0,0,137,0,145,0,91,0,146,0,92,0,0,0,10,0
19641006,1400,6,0,0,0,129,0,153,0,144,0,166,0,74,0,0,0,00,0
19641006,1900,0,0,0,0,100,0,113,0,113,0,160,0,84,0,0,0,00,0
19641007,800,10,0,0,0,113,0,124,0,96,0,125,0,88,0,0,0,00,0
19641007,1400,10,0,43,0,137,0,145,0,123,0,158,0,92,0,0,0,00,0
19641007,1900,10,0,116,0,112,0,121,0,116,0,145,0,90,0,0,0,63,0
19641008,800,10,0,23,0,89,0,97,0,87,0,133,0,89,0,0,0,95,0
19641008,1400,4,0,6,0,105,0,142,0,94,0,146,0,60,0,0,0,00,0
19641008,1900,10,0,0,0,84,0,117,0,116,0,142,0,61,0,0,0,95,0
19641009,800,9,0,203,0,70,0,78,0,65,0,120,0,89,0,0,0,95,0
