KORNWERDERZAND(135_G) "53:04:13" NB "5:20:18" OL     3.0 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FFb  Windsnelheid  :   herstelde Bft schaal  (Bft). ;  FFb  Windspeed  :  restored Bft scale  (Bft).
 N  Bedekkingsgraad  :  Bedekkingsgraad van de bovenlucht  (deca). ;  N  Cloudvover  :  Cloud of upper air   (decas).
 R6  Dagsom neerslag  :  dagsom  (0.1 mm). ;  R6  Daily precipitation  :  sum  (0.1 mm).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 TN6  Minimum Temp  :  Minimum temparature sinds vorige meting   (0.1 Celcius). ;  TN6  Minimum Temp  :  Minimum temperature   (0.1 Celcius).
 TX6  Maximum Temp  :  Maximum temparature sinds vorige meting  (0.1 Celcius). ;  TX6  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 SX  Sneeuwdikte  :  Kwalitatieve beschrijving  (code). ;  SX  Snowdepth  :  Qualitative description  (code).
 WW  Weercode  :  SYNOP code   (code). ;  WW  Wheather code  :  SYNOP code   (code).

DATUM,tijd,DD,Q_DD,FFb,Q_FFb,N,Q_N,R6,Q_R6,TD,Q_TD,T,Q_T,TN6,Q_TN6,TX6,Q_TX6,U,Q_U,SX,Q_SX,WW,Q_WW
19430401,800,WNW,2,8,2,3,0,8,1,61,0,85,0,85,0,95,0,67,0,0,0,00,0
19430401,1400,NW,2,8,2,5,0,0,1,60,0,86,0,47,0,86,0,65,0,0,0,00,0
19430401,1900,NW,2,7,2,2,0,0,1,55,0,83,0,59,0,87,0,62,0,0,0,00,0
19430402,800,NNW,2,7,2,2,0,11,1,60,0,77,0,68,0,83,0,76,0,0,0,00,0
19430402,1400,WNW,2,6,2,5,0,0,1,57,0,85,0,67,0,86,0,62,0,0,0,00,0
19430402,1900,WNW,2,5,2,5,0,0,1,57,0,75,0,75,0,86,0,74,0,0,0,00,0
19430403,800,W,2,5,2,7,0,0,1,75,0,90,0,68,0,91,0,80,0,0,0,00,0
19430403,1400,WNW,2,5,2,7,0,0,1,72,0,92,0,85,0,99,0,74,0,0,0,00,0
19430403,1900,NW,2,4,2,8,0,0,1,73,0,84,0,79,0,96,0,86,0,0,0,00,0
19430404,800,WZW,2,3,2,7,0,0,1,78,0,87,0,67,0,87,0,88,0,0,0,00,0
19430404,1400,ZZW,2,3,2,7,0,0,1,83,0,97,0,67,0,100,0,82,0,0,0,00,0
19430404,1900,ZW,2,4,2,10,0,0,1,73,0,81,0,77,0,103,0,89,0,0,0,10,0
19430405,800,ZW,2,4,2,0,0,0,1,80,0,93,0,73,0,93,0,83,0,0,0,00,0
19430405,1400,WZW,2,5,2,1,0,0,1,98,0,129,0,93,0,131,0,65,0,0,0,00,0
19430405,1900,ZW,2,6,2,0,0,0,1,91,0,124,0,63,0,133,0,62,0,0,0,00,0
19430406,800,WNW,2,8,2,4,0,15,1,50,0,73,0,57,0,128,0,68,0,0,0,00,0
19430406,1400,NW,2,7,2,8,0,10,1,43,0,60,0,43,0,74,0,75,0,0,0,73,0
19430406,1900,WNW,2,7,2,8,0,15,1,45,0,53,0,37,0,64,0,87,0,0,0,00,0
19430407,800,WZW,2,8,2,10,0,58,1,59,0,66,0,35,0,70,0,90,0,0,0,63,0
19430407,1400,NW,2,8,2,8,0,65,1,67,0,93,0,66,0,97,0,66,0,0,0,00,0
19430407,1900,NNW,2,10,2,8,0,8,1,33,0,62,0,57,0,93,0,58,0,0,0,00,0
19430408,800,N,2,8,2,6,0,9,1,27,0,48,0,19,0,64,0,67,0,0,0,00,0
19430408,1400,NW,2,4,2,6,0,0,1,31,0,54,0,39,0,64,0,65,0,0,0,00,0
