Wierum(151_G) "53:24:00" NB "06:01:00" OL     6.3 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FFb  Windsnelheid  :   herstelde Bft schaal  (Bft). ;  FFb  Windspeed  :  restored Bft scale  (Bft).
 N  Bedekkingsgraad  :  Bedekkingsgraad van de bovenlucht  (deca). ;  N  Cloudvover  :  Cloud of upper air   (decas).
 R6  Dagsom neerslag  :  dagsom  (0.1 mm). ;  R6  Daily precipitation  :  sum  (0.1 mm).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 TN6  Minimum Temp  :  Minimum temparature sinds vorige meting   (0.1 Celcius). ;  TN6  Minimum Temp  :  Minimum temperature   (0.1 Celcius).
 TX6  Maximum Temp  :  Maximum temparature sinds vorige meting  (0.1 Celcius). ;  TX6  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 SX  Sneeuwdikte  :  Kwalitatieve beschrijving  (code). ;  SX  Snowdepth  :  Qualitative description  (code).
 WW  Weercode  :  SYNOP code   (code). ;  WW  Wheather code  :  SYNOP code   (code).

DATUM,tijd,DD,Q_DD,FFb,Q_FFb,N,Q_N,R6,Q_R6,TD,Q_TD,T,Q_T,TN6,Q_TN6,TX6,Q_TX6,U,Q_U,SX,Q_SX,WW,Q_WW
19520401,800,NNO,2,2,2,7,0,0,0,22,0,22,0,5,0,32,0,100,0,0,0,00,0
19520401,1400,NNW,2,3,2,5,0,14,0,14,0,18,0,8,0,42,0,93,0,0,0,85,0
19520401,1900,NW,2,2,2,3,0,4,0,14,0,16,0,14,0,38,0,96,0,0,0,00,0
19520402,800,NW,2,3,2,5,0,2,0,32,0,36,0,16,0,36,0,93,0,0,0,00,0
19520402,1400,NW,2,5,2,4,0,0,0,38,0,42,0,36,0,42,0,93,0,0,0,00,0
19520402,1900,N,2,3,2,3,0,0,0,28,0,28,0,28,0,52,0,100,0,0,0,00,0
19520403,800,NW,2,3,2,5,0,0,0,34,0,42,0,28,0,42,0,87,0,0,0,00,0
19520403,1400,NW,2,4,2,7,0,0,0,64,0,66,0,42,0,66,0,98,0,0,0,00,0
19520403,1900,NW,2,3,2,0,0,0,0,40,0,42,0,37,0,66,0,97,0,0,0,00,0
19520404,800,ZZW,2,3,2,9,0,0,0,52,0,64,0,17,0,64,0,83,0,0,0,00,0
19520404,1400,ZW,2,3,2,8,0,0,0,72,0,104,0,64,0,104,0,60,0,0,0,00,0
19520404,1900,ZW,2,3,2,8,0,36,0,70,0,80,0,80,0,134,0,86,0,0,0,81,0
19520405,800,ZW,2,4,2,8,0,0,0,47,0,58,0,58,0,100,0,84,0,0,0,00,0
19520405,1400,ZZO,2,4,2,8,0,0,0,92,0,94,0,58,0,104,0,98,0,0,0,00,0
19520405,1900,Z,2,5,2,10,0,0,0,86,0,88,0,88,0,104,0,97,0,0,0,00,0
19520406,800,ZO,2,4,2,6,0,0,0,66,0,68,0,28,0,88,0,98,0,0,0,00,0
19520406,1400,ZZO,2,3,2,0,0,0,0,84,0,96,0,68,0,106,0,84,0,0,0,00,0
19520406,1900,ZO,2,5,2,2,0,0,0,64,0,68,0,58,0,96,0,94,0,0,0,00,0
19520407,800,Z,2,5,2,8,0,47,0,94,0,96,0,68,0,96,0,98,0,0,0,81,0
19520407,1400,ZZW,2,5,2,10,0,70,0,102,0,104,0,96,0,104,0,98,0,0,0,81,0
19520407,1900,ZW,2,5,2,3,0,5,0,62,0,62,0,62,0,104,0,100,0,0,0,00,0
19520408,800,ZZO,2,2,2,10,0,0,0,64,0,68,0,22,0,68,0,94,0,0,0,00,0
