Akkrum(21_G) "53:03:00" NB "05:51:00" OL     0.8 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FFb  Windsnelheid  :   herstelde Bft schaal  (Bft). ;  FFb  Windspeed  :  restored Bft scale  (Bft).
 N  Bedekkingsgraad  :  Bedekkingsgraad van de bovenlucht  (deca). ;  N  Cloudvover  :  Cloud of upper air   (decas).
 R6  Dagsom neerslag  :  dagsom  (0.1 mm). ;  R6  Daily precipitation  :  sum  (0.1 mm).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 TN6  Minimum Temp  :  Minimum temparature sinds vorige meting   (0.1 Celcius). ;  TN6  Minimum Temp  :  Minimum temperature   (0.1 Celcius).
 TX6  Maximum Temp  :  Maximum temparature sinds vorige meting  (0.1 Celcius). ;  TX6  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 WW  Weercode  :  SYNOP code   (code). ;  WW  Wheather code  :  SYNOP code   (code).

DATUM,tijd,DD,Q_DD,FFb,Q_FFb,N,Q_N,R6,Q_R6,TD,Q_TD,T,Q_T,TN6,Q_TN6,TX6,Q_TX6,U,Q_U,WW,Q_WW
19200701,800,WZW,2,3,2,6,9,0,1,,,169,0,89,0,199,0,,,00,0
19200701,1400,WZW,2,4,2,8,0,0,1,,,202,0,169,0,205,0,,,00,0
19200701,1900,W,2,1,2,10,0,0,1,,,172,0,165,0,213,0,,,00,0
19200702,800,ZO,2,2,2,10,0,47,1,,,178,0,142,0,178,0,,,00,0
19200702,1400,ZO,2,4,2,4,0,0,1,,,246,0,178,0,246,0,,,00,0
19200702,1900,C,2,C,2,8,0,74,1,,,198,0,168,0,256,0,,,00,0
19200703,800,W,2,1,2,6,0,0,1,,,199,0,156,0,199,0,,,00,0
19200703,1400,NO,2,1,2,10,0,0,1,,,209,0,197,0,225,0,,,00,0
19200703,1900,NO,2,1,2,10,0,107,1,,,152,0,150,0,213,0,,,00,0
19200704,800,W,2,2,2,10,0,67,1,,,145,0,130,0,154,0,,,00,0
19200704,1400,WNW,2,4,2,9,0,37,1,,,173,0,145,0,173,0,,,00,0
19200704,1900,WNW,2,1,2,3,0,0,1,,,161,0,161,0,181,0,,,00,0
19200705,800,NO,2,1,2,10,0,27,1,,,148,0,99,0,161,0,,,00,0
19200705,1400,Z,2,2,2,8,0,2,1,,,193,0,148,0,193,0,,,00,0
19200705,1900,Z,2,1,2,2,0,0,1,,,153,0,153,0,193,0,,,00,0
19200706,800,ZW,2,5,2,10,0,27,1,,,125,0,120,0,159,0,,,00,0
19200706,1400,ZW,2,3,2,10,0,9,1,,,163,0,120,0,163,0,,,00,0
19200706,1900,ZW,2,5,2,10,0,4,1,,,150,0,148,0,174,0,,,00,0
19200707,800,Z,2,4,2,4,0,35,1,,,169,0,141,0,169,0,,,00,0
19200707,1400,Z,2,3,2,10,0,5,1,,,190,0,166,0,225,0,,,00,0
19200707,1900,O,2,1,2,7,0,9,1,,,192,0,190,0,204,0,,,00,0
19200708,800,Z,2,4,2,8,0,10,1,,,184,0,160,0,192,0,,,00,0
19200708,1400,Z,2,1,2,9,0,0,1,,,210,0,180,0,219,0,,,00,0
19200708,1900,O,2,1,2,9,0,24,1,,,156,0,150,0,215,0,,,00,0
19200709,800,ZW,2,1,2,7,0,7,1,,,162,0,86,0,162,0,,,00,0
19200709,1400,ZW,2,3,2,3,0,0,1,,,192,0,162,0,193,0,,,00,0
19200709,1900,W,2,2,2,3,0,0,1,,,180,0,173,0,201,0,,,00,0
19200710,800,ZW,2,4,2,4,0,0,1,,,169,0,126,0,181,0,,,00,0
19200710,1400,WZW,2,4,2,8,0,0,1,,,184,0,164,0,191,0,,,00,0
19200710,1900,C,2,C,2,2,0,0,1,,,164,0,164,0,191,0,,,00,0
19200711,800,WZW,2,2,2,10,0,0,1,,,175,0,116,0,175,0,,,00,0
19200711,1400,WZW,2,2,2,9,0,2,1,,,214,0,169,0,214,0,,,00,0
19200711,1900,WZW,2,1,2,3,0,0,1,,,196,0,181,0,214,0,,,00,0
19200712,800,C,2,C,2,10,0,109,1,,,174,0,117,0,206,0,,,00,0
19200712,1400,N,2,3,2,9,0,0,1,,,258,0,174,0,263,0,,,00,0
19200712,1900,C,2,C,2,10,0,61,1,,,173,0,170,0,263,0,,,00,0
19200713,800,W,2,3,2,9,0,24,1,,,160,0,96,0,173,0,,,00,0
19200713,1400,NW,2,5,2,5,0,0,1,,,186,0,160,0,192,0,,,00,0
19200713,1900,NW,2,4,2,8,0,0,1,,,166,0,166,0,186,0,,,00,0
19200714,800,NW,2,4,2,8,0,0,1,,,169,0,142,0,169,0,,,00,0
19200714,1400,NW,2,4,2,9,0,0,1,,,179,0,168,0,199,0,,,00,0
19200714,1900,NW,2,1,2,4,0,0,1,,,158,0,156,0,186,0,,,00,0
19200715,800,ZZO,2,2,2,3,0,0,1,,,182,0,73,0,182,0,,,00,0
19200715,1400,NW,2,1,2,10,0,0,1,,,200,0,179,0,223,0,,,00,0
