Buchten(127_G) "51:02:41" NB "5:48:25" OL    32.2 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FFb  Windsnelheid  :   herstelde Bft schaal  (Bft). ;  FFb  Windspeed  :  restored Bft scale  (Bft).
 N  Bedekkingsgraad  :  Bedekkingsgraad van de bovenlucht  (deca). ;  N  Cloudvover  :  Cloud of upper air   (decas).
 R6  Dagsom neerslag  :  dagsom  (0.1 mm). ;  R6  Daily precipitation  :  sum  (0.1 mm).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 TN6  Minimum Temp  :  Minimum temparature sinds vorige meting   (0.1 Celcius). ;  TN6  Minimum Temp  :  Minimum temperature   (0.1 Celcius).
 TX6  Maximum Temp  :  Maximum temparature sinds vorige meting  (0.1 Celcius). ;  TX6  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 SX  Sneeuwdikte  :  Kwalitatieve beschrijving  (code). ;  SX  Snowdepth  :  Qualitative description  (code).
 WW  Weercode  :  SYNOP code   (code). ;  WW  Wheather code  :  SYNOP code   (code).

DATUM,tijd,DD,Q_DD,FFb,Q_FFb,N,Q_N,R6,Q_R6,TD,Q_TD,T,Q_T,TN6,Q_TN6,TX6,Q_TX6,U,Q_U,SX,Q_SX,WW,Q_WW
19480901,800,W,2,1,2,10,0,0,0,149,0,168,0,152,0,207,0,80,0,0,0,00,0
19480901,1400,W,2,3,2,5,0,0,0,150,0,203,0,168,0,205,0,54,0,0,0,00,0
19480901,1900,WNW,2,1,2,7,0,0,0,143,0,164,0,162,0,209,0,78,0,0,0,00,0
19480902,800,W,2,2,2,9,0,0,0,137,0,144,0,130,0,165,0,93,0,0,0,00,0
19480902,1400,ZW,2,4,2,4,0,0,0,153,0,208,0,140,0,210,0,52,0,0,0,00,0
19480902,1900,ZW,2,1,2,1,0,0,0,145,0,168,0,166,0,210,0,76,0,0,0,00,0
19480903,800,ZW,2,1,2,10,0,23,0,143,0,149,0,142,0,169,0,93,0,0,0,63,0
19480903,1400,ZW,2,4,2,4,0,8,0,163,0,194,0,149,0,195,0,71,0,0,0,00,0
19480903,1900,ZW,2,1,2,6,0,0,0,143,0,162,0,159,0,195,0,80,0,0,0,00,0
19480904,800,ZW,2,1,2,1,0,0,0,129,0,144,0,110,0,162,0,84,0,0,0,00,0
19480904,1400,NO,2,1,2,9,0,0,0,169,0,200,0,142,0,205,0,72,0,0,0,00,0
19480904,1900,NO,2,1,2,9,0,0,0,159,0,174,0,173,0,200,0,85,0,0,0,63,0
19480905,800,NO,2,3,2,10,0,3,0,143,0,148,0,136,0,174,0,94,0,0,0,00,0
19480905,1400,NO,2,3,2,10,0,0,0,165,0,180,0,148,0,180,0,85,0,0,0,00,0
19480905,1900,NW,2,1,2,10,0,61,0,173,0,176,0,175,0,180,0,97,0,0,0,95,0
19480906,800,NW,2,3,2,10,0,17,0,139,0,142,0,132,0,178,0,97,0,0,0,00,0
19480906,1400,NW,2,2,2,10,0,10,0,137,0,140,0,138,0,158,0,97,0,0,0,53,0
19480906,1900,W,2,1,2,9,0,11,0,135,0,138,0,138,0,140,0,97,0,0,0,00,0
19480907,800,ZW,2,1,2,5,0,2,0,113,0,114,0,90,0,139,0,99,0,0,0,00,0
19480907,1400,ZW,2,3,2,1,0,0,0,157,0,194,0,114,0,195,0,65,0,0,0,00,0
19480907,1900,ZW,2,1,2,1,0,0,0,135,0,154,0,151,0,202,0,80,0,0,0,00,0
19480908,800,ZW,2,1,2,8,0,0,0,131,0,142,0,92,0,154,0,88,0,0,0,00,0
19480908,1400,Z,2,1,2,6,0,0,0,163,0,214,0,142,0,220,0,56,0,0,0,00,0
