Corrected seasonal soil temperature means (C) at Armagh Observatory  at 100cm depth, 1904-2003. 
Winter(Dec,Jan,Feb),Spring(March,Apr,May),Summer(June,July,Aug),Autumn(Sept,Oct,Nov.) 
     
References:

Garcia-Suarez, A.M. and Butler, C.J. 2006. Soil Temperatures at Armagh Observatory, N. Ireland
from 1904 to 2002. International Journal of Climatology (in press)

Garcia-Suarez, A.M., Butler, C.J. and Morrow, B. 2005. Meterological Data Recorded at Armagh
Obaservatory: Volume 4 - Daily, Monthly and Annual Soil Temperatures 1904-2002. Armagh
Observatory Preprint Series.
     
          Winter    Spring    Summer   Autumn    Annual
1904	   -888     -888      13.3	11.8	  -888
1905	   7.2       7.7      13.5	10.9	   9.8
1906	   6.8       7.5      13.3	12.1	  10.0
1907	   6.7       7.8      13.0	11.7	   9.7
1908	   6.3       7.7      13.7	12.1	  10.0
1909	   7.2       7.6      13.3	11.4	   9.8
1910	   6.2       7.6      13.7	11.7	   9.9
1911	   6.8       8.0      14.1	11.8	  10.2
1912	   6.5       8.4      13.1	11.0	   9.8
1913	   6.7       7.6      13.3	12.0	  10.0
1914	   7.3       8.3      13.9	12.2	  10.3
1915	   6.4       7.7      13.3	11.6	   9.7
1916	   6.8       7.2      13.1	12.4	   9.9
1917	   6.3       6.8      12.7	11.1	   9.2
1918	   6.8       8.0      13.3	11.1	   9.9
1919	   6.8       7.3      13.2	10.9	   9.4
1920	   6.3       7.9      12.9	11.8	   9.8
1921	   7.3       8.4      13.7	12.3	  10.6
1922	   7.7       7.6      12.8	11.1	   9.7
1923	   7.4       7.9      12.9	10.8	   9.6
1924	   6.3       7.2      12.9	11.3	   9.6
1925	   7.4       7.5      13.3	11.5	   9.8
1926	   6.3       8.5      13.8	11.8	  10.2
1927	   6.5       8.2      13.3	11.7	   9.9
1928	   6.2       7.8      13.1	11.3	   9.7
1929	   6.2       7.5      13.5	11.6	   9.7
1930	   6.1       7.3      13.5	11.4	   9.6
1931	   6.1       7.3      13.4	11.4	   9.6
1932	   7.4       7.6      14.0	11.4	  10.0
1933	   6.5       8.0      14.5	12.2	  10.3
1934	   6.7       7.6      14.2	11.5	  10.1
1935	   7.7       8.6      14.1	11.4	  10.3
1936	   5.4       7.7      13.7	12.0	   9.8
1937	   6.7       7.7      13.8	11.6	   9.9
1938	   6.4       8.9      13.5	12.2	  10.3
1939	   6.4       8.1      14.0	12.1	  10.2
1940	   6.1       8.1      13.9	11.3	   9.8
